개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,공장사무직직원수,공장생산직직원수,공장판매직직원수,급수시설구분명,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,등급구분명,보증액,본사직원수,상세영업상태명,상세영업상태코드,시설총규모,여성종사자수,영업상태코드,영업장주변구분명,월세액,위생업태명,전통업소주된음식,전통업소지정번호,전화번호,좌표정보(X),좌표정보(Y),지번주소,홈페이지,최종수정시점
3010000,3010000-114-2011-00002,2011-09-19,폐업,2026-01-20,432.56,100-450,04595,GS수퍼(남산타운점),기타식품판매업,U,자가,,,,,,N,2026-01-21 22:45:21,"서울특별시 중구 다산로 32 (신당동,남산타운(아)스포츠센터 107~111호)",,,,폐업,02,0,,03,,,기타식품판매업,,,0222567300,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 844 남산타운(아)스포츠센터 107~111호 ,,2026-01-20 11:19:00
3010000,3010000-114-2019-00001,2019-01-29,영업/정상,,400.00,100-815,04584,동화할인마트,기타식품판매업,I,임대,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 다산로36길 101, 지상1,지하1층 (신당동)",,,,영업,01,400,,01,,,기타식품판매업,,,,201684.510763748    ,450857.301818864    ,서울특별시 중구 신당동 41-52 ,,2024-04-19 13:42:43
3010000,3010000-114-2003-00001,1990-07-13,폐업,2005-09-27,,100-011,,(주)신세계,기타식품판매업,I,,,,,,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,기타식품판매업,,,027541234,198263.90839194     ,450960.762964932    ,서울특별시 중구 충무로1가 52-5 ,,2004-04-22 00:00:00
3010000,3010000-114-2006-00001,2006-09-29,폐업,2007-10-05,409.00,100-051,,(주)남경유통,기타식품판매업,I,자가,0,0,0,,,N,2025-12-15 16:15:28,,,0,0,폐업,02,0,,03,,0,기타식품판매업,,,,198524.609088414    ,450477.486252341    ,서울특별시 중구 회현동1가 산 1-19 ,,2006-09-29 00:00:00
3010000,3010000-114-2006-00002,2006-10-09,폐업,2006-10-17,,100-824,,홈플러스 익스프레스 신당점,기타식품판매업,I,,,,,,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,기타식품판매업,,,0222368545,201308.536482314    ,451174.365486466    ,서울특별시 중구 신당동 292-43 ,,2006-10-09 00:00:00
3010000,3010000-114-2007-00001,2007-10-05,폐업,2019-05-13,48.33,100-051,04630,(주)남경유통,기타식품판매업,I,임대,0,0,0,,,N,2025-12-15 16:15:28,"서울특별시 중구 소파로 83 (회현동1가, 1층)",,,0,폐업,02,48.33,,03,,,기타식품판매업,,,0237893388,198524.609088414    ,450477.486252341    ,서울특별시 중구 회현동1가 산 1-19 1층 ,,2019-05-27 21:11:31
3010000,3010000-114-2008-00001,2008-04-22,폐업,2008-12-10,300.00,100-450,,엘마트신당점,기타식품판매업,I,임대,,,3,상수도전용,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,기타식품판매업,,,,201511.590138084    ,450655.062510376    ,서울특별시 중구 신당동 843-0 삼성아파트중심상가 지하 ,,2008-04-22 15:01:14
3010000,3010000-114-2008-00002,2008-05-02,폐업,2024-07-29,792.35,100-830,04597,롯데쇼핑(주)롯데슈퍼 신당점,기타식품판매업,I,임대,,,12,상수도전용,,N,2025-12-15 16:15:28,"서울특별시 중구 다산로 56 (신당동,정은스카이(아) 지하2층)",,,,폐업,02,0,,03,,,기타식품판매업,,,0222325602,200618.474033157    ,449687.143213423    ,서울특별시 중구 신당동 366-126 정은스카이(아) 지하2층 ,,2024-07-29 10:20:39
3010000,3010000-114-2010-00001,2010-03-12,폐업,2021-02-17,355.63,100-840,04596,가락공판장 신당,기타식품판매업,I,임대,0,0,10,,,N,2025-12-15 16:15:28,서울특별시 중구 동호로7길 17 (신당동),,,0,폐업,02,355.63,,03,,,기타식품판매업,,,0222328100,200912.763957462    ,450078.855010335    ,서울특별시 중구 신당동 372-49 ,,2021-02-17 15:40:51
3010000,3010000-114-2011-00001,2011-08-11,폐업,2014-10-14,453.68,100-819,04577,평강유통,기타식품판매업,I,임대,,,,,,N,2025-12-15 16:15:28,서울특별시 중구 퇴계로 408 (신당동),,,,폐업,02,0,,03,,,기타식품판매업,,,,201433.032206986    ,451425.479705894    ,서울특별시 중구 신당동 110-1 ,,2011-08-11 13:12:25
3010000,3010000-114-2014-00002,2014-12-22,폐업,2019-05-01,"1,056.00",100-861,04536,케이굿스(K-GOODS),기타식품판매업,I,임대,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 퇴계로 123 (충무로2가, 하이헤리엇빌딩 5층)",,,,폐업,02,0,,03,,,기타식품판매업,,,,198636.2503948      ,451005.721641592    ,서울특별시 중구 충무로2가 65-9 하이헤리엇빌딩 5층 ,,2019-05-10 10:35:56
3010000,3010000-114-2017-00001,2017-08-04,폐업,2018-02-02,170.00,100-021,04538,주식회사 알파명동성당,기타식품판매업,I,자가,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 명동길 73 (명동1가, 1층)",,,,폐업,02,170,,03,,,기타식품판매업,,,027778484,198712.290937471    ,451344.614137454    ,서울특별시 중구 명동1가 1-3 1층 ,,2018-02-02 09:02:35
3010000,3010000-114-2018-00001,2018-04-05,폐업,2020-07-08,330.00,100-861,04536,K-마트,기타식품판매업,I,자가,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 명동8길 37-14, 1,2층 (충무로2가)",,,,폐업,02,330,,03,,,기타식품판매업,,,,198648.436946782    ,451076.674084561    ,서울특별시 중구 충무로2가 66-4 ,,2020-07-09 09:42:04
3010000,3010000-114-2018-00003,2018-08-01,폐업,2020-03-09,480.00,100-851,04563,삐에로 쑈핑,기타식품판매업,I,자가,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 장충단로 275, 지하2층 (을지로6가)",,,,폐업,02,480,,03,,,기타식품판매업,,,,200703.625559248    ,451836.458256618    ,서울특별시 중구 을지로6가 18-12 지하2층 ,,2020-03-09 11:26:14
3010000,3010000-114-2018-00004,2018-11-22,폐업,2020-01-31,"1,012.96",100-021,04534,삐에로쑈핑 명동점,기타식품판매업,I,임대,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 명동길 43, 신한금융센터 1-4층 (명동1가)",,,,폐업,02,1012.96,,03,,,기타식품판매업,,,,198582.339705178    ,451302.602871612    ,서울특별시 중구 명동1가 53-1 신한금융센터 1-4층 ,,2020-01-31 10:24:52
3010000,3010000-114-2019-00002,2019-05-20,폐업,2025-12-10,740.00,100-861,04536,코리아 마트,기타식품판매업,U,자가,0,0,0,,,N,2025-12-15 16:15:28,"서울특별시 중구 명동8가길 11, 명동 이화빌딩(A동) 지하1층,1층,2층 (충무로2가)",,,0,폐업,02,740,,03,,,기타식품판매업,,,,198665.054831863    ,451059.770866155    ,서울특별시 중구 충무로2가 66-27 명동 이화빌딩(A동) ,,2025-12-10 16:41:00
3010000,3010000-114-2023-00001,2023-11-22,폐업,2025-06-20,338.20,100-861,04536,라이프워크 도깨비,기타식품판매업,I,자가,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 퇴계로 123, 하이헤리엇 지2층 10,11,17,18,19,34,36,37,38호 (충무로2가)",,,,폐업,02,338.2,,03,,,기타식품판매업,,,0269229882,198636.2503948      ,451005.721641592    ,서울특별시 중구 충무로2가 65-9 하이헤리엇 ,,2025-06-20 13:34:04
3010000,3010000-114-1990-00001,1990-08-07,폐업,2004-03-30,,100-162,,한화역사(주)갤러리아백화점서울역점,기타식품판매업,I,,,,,,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,기타식품판매업,,,023122525,197229.761422932    ,450418.159244379    ,서울특별시 중구 봉래동2가 122-11 ,,2003-03-12 00:00:00
3010000,3010000-114-1998-00212,1998-04-24,폐업,2017-04-10,370.80,100-865,04513,플라자마트(J@J마트),기타식품판매업,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,서울특별시 중구 세종대로 55 (태평로2가),기타,,,폐업,02,0,0,03,기타,,기타식품판매업,,,027797991,197728.372836574    ,451030.853936909    ,서울특별시 중구 태평로2가 150-0 ,,2017-04-14 16:30:35
3010000,3010000-114-1999-00001,1999-10-07,폐업,2019-10-15,"1,684.00",100-760,04541,동아마트 서울점,기타식품판매업,I,,0,0,0,,,N,2025-12-15 16:15:28,"서울특별시 중구 삼일대로 363 (장교동, 장교빌딩 지하1층)",,,0,폐업,02,0,,03,,,기타식품판매업,,,027745111,198744.433228989    ,451677.065126229    ,서울특별시 중구 장교동 1 장교빌딩 지하1층 ,,2019-10-15 15:35:18
3010000,3010000-114-2002-00001,2002-02-05,폐업,2007-07-16,353.30,100-840,,해태한아름마트,기타식품판매업,I,,,,,,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,기타식품판매업,,,,200904.437005712    ,450057.342070413    ,서울특별시 중구 신당동 372-430 ,,2002-02-05 00:00:00
3010000,3010000-114-2002-00002,2002-03-30,폐업,2004-11-18,540.40,100-859,,영진유통사이버마트,기타식품판매업,I,,,,,,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,기타식품판매업,,,,196864.942838297    ,450649.69804319     ,서울특별시 중구 중림동 200 삼성A단지내1상가 ,,2003-07-24 00:00:00
3010000,3010000-114-2025-00001,2025-03-11,영업/정상,,792.35,100-830,04597,동일식자재마트,기타식품판매업,I,자가,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 다산로 56, B203호 (신당동, 남산정은스카이아파트)",,,,영업,01,792.35,,01,,,기타식품판매업,,,,200618.474033157    ,449687.143213423    ,서울특별시 중구 신당동 366-126 남산정은스카이아파트 ,,2025-03-11 11:14:43
3010000,3010000-114-2025-00002,2025-12-30,영업/정상,,306.00,100-871,04575,식자재유통센터,기타식품판매업,I,자가,,,,,,N,2026-01-01 03:00:03,"서울특별시 중구 퇴계로 447, 116, 117, 118, 119호 (황학동, 황학 아크로타워)",,,,영업,01,306,,01,,,기타식품판매업,,,0222335958,201866.039519433    ,451543.337800303    ,서울특별시 중구 황학동 2523 황학 아크로타워 ,,2025-12-30 14:37:26
3010000,3010000-114-2026-00001,2026-01-27,영업/정상,,492.50,100-450,04595,지에스더프레시(남산타운점),기타식품판매업,I,자가,,,,,,N,2026-01-28 22:45:20,"서울특별시 중구 다산로 32, 스포츠센타동 107~111호 (신당동, 남산타운)",,,,영업,01,492.5,,01,,,기타식품판매업,,,,200750.455125653    ,449638.824308081    ,서울특별시 중구 신당동 844 남산타운 ,,2026-01-27 10:56:25
3010000,3010000-114-1990-00002,1990-05-29,영업/정상,,"6,915.00",100-070,04533,롯데쇼핑(주),기타식품판매업,U,,,,,,,N,2026-04-02 03:03:03,서울특별시 중구 을지로 30 (소공동),,,,영업,01,0,,01,,,기타식품판매업,,,027723010,198259.65357739     ,451392.198218657    ,서울특별시 중구 소공동 1 ,,2026-04-01 17:11:30
3010000,3010000-114-2000-00446,2000-06-16,영업/정상,,765.00,100-830,04597,태양 식자재 마트,기타식품판매업,U,,0,0,0,,0,N,2026-03-20 22:45:28,"서울특별시 중구 동호로7길 38 (신당동,1층)",기타,,0,영업,01,765,0,01,기타,,기타식품판매업,,,0222330101,200859.950903718    ,449991.726117085    ,서울특별시 중구 신당동 366-79 1층 ,,2026-03-19 16:39:27
3010000,3010000-114-2004-00001,2004-06-01,영업/정상,,"5,108.00",100-162,04509,롯데쇼핑(주)롯데마트 제타플렉스 서울역점,기타식품판매업,U,,,,,,,N,2026-06-10 03:03:03,서울특별시 중구 한강대로 405 (봉래동2가),,,,영업,01,0,,01,,,기타식품판매업,,,023902500,197229.761422932    ,450418.159244379    ,서울특별시 중구 봉래동2가 122-11 ,,2026-06-09 10:53:42
3010000,3010000-114-2005-00001,2005-06-21,영업/정상,,443.41,100-151,04517,(주)농협하나로유통하나로마트서대문점,기타식품판매업,I,자가,0,0,0,,,N,2025-12-15 16:15:28,서울특별시 중구 통일로 120 (충정로1가),,0,0,영업,01,0,,01,,0,기타식품판매업,,,0220806993,197063.020822371    ,451508.836853669    ,서울특별시 중구 충정로1가 85 ,,2024-03-19 15:48:47
3010000,3010000-114-2005-00002,2005-07-29,영업/정상,,540.00,100-859,04502,(주)햇빛촌,기타식품판매업,I,,0,0,0,,,N,2025-12-15 16:15:28,"서울특별시 중구 중림로 10 (중림동,삼성(아)1상가지하1층)",,,0,영업,01,0,,01,,,기타식품판매업,,,023924421,196864.942838297    ,450649.69804319     ,서울특별시 중구 중림동 200 삼성(아)1상가지하1층 ,,2023-04-21 11:00:08
3010000,3010000-114-2005-00003,2005-08-01,영업/정상,,"5,251.98",100-011,04530,신세계백화점,기타식품판매업,I,자가,0,0,0,,,N,2025-12-15 16:15:28,"서울특별시 중구 퇴계로 77 (충무로1가,외 1필지)",,,0,영업,01,0,,01,,,기타식품판매업,,,023101042,198253.896034899    ,450905.28446798     ,서울특별시 중구 충무로1가 54 외 1필지 ,,2024-04-17 14:56:25
3010000,3010000-114-2008-00003,2008-07-22,영업/정상,,"11,655.62",100-440,04572,(주)이마트 청계천점,기타식품판매업,I,자가,,,,상수도전용,,N,2025-12-15 16:15:28,"서울특별시 중구 청계천로 400 (황학동, 이마트 청계천점 지하1층~지하2층)",,,,영업,01,11655.62,,01,,,기타식품판매업,,,0222901234,201823.908977364    ,452076.818664092    ,서울특별시 중구 황학동 2545 이마트 청계천점 지하1층~지하2층 ,,2024-04-18 14:23:23
3010000,3010000-114-2014-00001,2014-04-01,영업/정상,,585.13,100-831,04584,팜스마트,기타식품판매업,I,임대,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 퇴계로86가길 5 (신당동, B1,1층)",,,,영업,01,585.13,,01,,,기타식품판매업,,,0222369288,201646.708676195    ,451192.95260958     ,"서울특별시 중구 신당동 52-111 B1,1층 ",,2024-04-19 13:42:08
3010000,3010000-114-2016-00001,2016-05-12,영업/정상,,"2,096.69",100-011,04530,(주)신세계면세점 본점,기타식품판매업,U,임대,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 퇴계로 77, 11층 (충무로1가)",,,,영업,01,2096.69,,01,,,기타식품판매업,,,0260485358,198253.896034899    ,450905.28446798     ,서울특별시 중구 충무로1가 54 ,,2025-11-04 09:37:44
3010000,3010000-114-2017-00002,2017-10-31,영업/정상,,401.53,100-851,04563,노브랜드 동대문두타몰점,기타식품판매업,I,임대,,,,,,N,2025-12-15 16:15:28,"서울특별시 중구 장충단로 275, 4층 1호 (을지로6가)",,,,영업,01,401.53,,01,,,기타식품판매업,,,0222797943,200703.625559248    ,451836.458256618    ,서울특별시 중구 을지로6가 18-12 두산타워빌딩 4층 1호 ,,2024-04-19 17:37:08
