SIDO_NM,CCG_NM,TP_BUZ_NO,연결업종,closure_rate_6m_pct,opening_rate_6m_pct,amt_growth_pct_m,cnt_growth_pct_m,closure_mechanism_candidate,business_health_score,business_health_grade,trend_type,fastest_growing_age,support_priority,recommended_support
경기도,안양시 동안구,8301,제과점,11.851851851851851,8.88888888888889,-0.907518720413772,1.371575713998093,수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
경상북도,울진군,8005,중국음식,11.76470588235294,0.0,-1.70811504777244,-1.0037702031967706,수요취약 후보,0.0,위축·즉시점검,수요수축,40대,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
강원특별자치도,강릉시,8301,제과점,11.267605633802818,14.788732394366196,-4.685042461388549,-0.668342964765899,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
서울특별시,금천구,8301,제과점,10.666666666666668,12.0,-1.1946047853616113,0.6343681448804618,고회전+수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
서울특별시,성동구,8301,제과점,9.933774834437086,9.933774834437086,-1.3065824133979758,0.8254916714519575,수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
인천광역시,서구,8005,중국음식,9.30232558139535,5.426356589147287,-3.012747382268284,-2.0135428514680753,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
전북특별자치도,전주시 완산구,8005,중국음식,8.411214953271028,3.7383177570093458,-2.1609398361516945,-0.1952934645699652,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
서울특별시,강북구,8005,중국음식,8.108108108108109,5.405405405405405,-1.265641183639815,-1.2497651494386046,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
인천광역시,계양구,8005,중국음식,8.0,5.0,-2.6967411865421527,-2.3478156375158257,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
인천광역시,미추홀구,8005,중국음식,7.657657657657657,5.855855855855856,-1.574827169540935,-0.0219762763673912,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,20대,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
경기도,화성시 병점구,8005,중국음식,7.4074074074074066,3.7037037037037033,-1.174059845778191,-0.3211368184792622,수요취약 후보,0.0,위축·즉시점검,수요수축,30대,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
충청남도,부여군,8005,중국음식,6.976744186046512,0.0,-1.6368257576620384,-0.1595361579924349,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
경기도,하남시,8005,중국음식,6.896551724137931,2.586206896551724,-2.297853122431748,0.1647623220510566,수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
충청북도,청주시 청원구,8005,중국음식,6.363636363636363,4.545454545454546,-1.661006322767767,-0.1572460488594858,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
서울특별시,노원구,8005,중국음식,6.293706293706294,2.097902097902098,-2.479158328693603,-1.3248929397770417,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
경기도,용인시 수지구,8005,중국음식,6.25,8.333333333333332,-1.5065977229164362,-0.2935083754355316,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
서울특별시,마포구,8005,중국음식,6.097560975609756,10.16260162601626,-2.1142187728751356,-0.8061683481154227,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
충청북도,청주시 흥덕구,8005,중국음식,6.0402684563758395,4.697986577181208,-0.9038583293125634,0.0469463834320172,수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
경기도,고양시 일산동구,8005,중국음식,5.932203389830509,9.322033898305085,-1.89755615661971,-0.8355582865660226,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
인천광역시,연수구,8005,중국음식,5.88235294117647,6.470588235294119,-3.341860621326296,-1.326722793781861,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,20대 이하,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
서울특별시,송파구,8005,중국음식,5.855855855855856,4.504504504504505,-2.0302581913956628,-0.9344171426763992,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
강원특별자치도,속초시,8005,중국음식,5.555555555555555,0.0,-1.3723786188703595,0.0450523729567234,수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
서울특별시,중구,8005,중국음식,5.555555555555555,3.418803418803419,-2.0135816478006534,-0.8533773452328163,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
울산광역시,남구,8005,중국음식,5.47945205479452,5.47945205479452,-2.837823658267921,-1.8769550304601823,고회전+수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
경기도,김포시,8005,중국음식,5.339805825242718,3.883495145631067,-1.2636751906309207,-0.1079579726213881,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
세종특별자치시,세종특별자치시,8005,중국음식,5.232558139534884,4.651162790697675,-1.559755968730731,-0.2250038503687725,수요취약 후보,20.0,위축·즉시점검,수요수축,20대,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
인천광역시,남동구,8005,중국음식,5.058365758754864,1.556420233463035,-2.99136728009036,-2.5161982237511618,수요취약 후보,0.0,위축·즉시점검,수요수축,60대 이상,1_즉시진단,고객이탈 세그먼트 확인+재방문 캠페인
경기도,수원시 영통구,8005,중국음식,4.918032786885246,9.01639344262295,-1.4467178436848125,0.2936497310068954,고회전+수요취약 후보,20.0,위축·즉시점검,빈도증가·매출압력,20대,1_즉시진단,신규출점 경고+존속점 재방문·원가·임차료 진단
충청남도,천안시 동남구,8301,제과점,16.867469879518072,10.843373493975903,1.163557548825667,2.384035700666044,고밀도 경쟁 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
전북특별자치도,전주시 완산구,8301,제과점,12.048192771084338,9.036144578313252,0.473136473182665,1.6915420197798514,고밀도 경쟁 후보,60.0,건전성장,가성비·빈도성장,60대 이상,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
대구광역시,달서구,8301,제과점,10.857142857142858,6.2857142857142865,1.398566631398212,3.614578671180954,고밀도 경쟁 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
경기도,평택시,8301,제과점,9.782608695652174,9.239130434782608,-0.6950035163563199,2.029221659057757,고밀도 경쟁 후보,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
대구광역시,북구,8301,제과점,9.75609756097561,5.487804878048781,0.9318981025334856,4.1373340114806645,고밀도 경쟁 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
대구광역시,북구,8005,중국음식,5.88235294117647,3.5294117647058822,-0.0510105407774374,2.370684372933872,고밀도 경쟁 후보,60.0,건전성장,빈도증가·매출압력,20대,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
경기도,광주시,8005,중국음식,5.031446540880504,3.7735849056603774,-0.438224856152423,0.7568528704609129,고밀도 경쟁 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,2_차별화지원,500m 경쟁도 공개+시그니처·가격대 차별화
경상북도,문경시,8301,제과점,88.0,92.0,2.978292703949332,3.1811720891411985,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
광주광역시,서구,8301,제과점,38.31775700934579,42.05607476635514,-0.7536090595790012,1.908122376422136,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상북도,상주시,8301,제과점,37.03703703703704,40.74074074074074,2.6553235371796524,5.238919034419968,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,송파구,8301,제과점,26.153846153846157,30.0,1.3847071486782252,1.5347546399254055,고회전 교체시장 후보,60.0,건전성장,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
광주광역시,동구,8301,제과점,22.807017543859647,28.07017543859649,3.091093639505317,4.524403134737173,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
강원특별자치도,영월군,8301,제과점,22.22222222222222,22.22222222222222,6.282005413515012,5.862943898455592,고회전 교체시장 후보,80.0,구조적 강세,수요·객단가 동반성장,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
대구광역시,중구,8301,제과점,22.22222222222222,22.875816993464053,1.596426232536859,3.28911052847283,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
전북특별자치도,무주군,8301,제과점,22.22222222222222,22.22222222222222,8.223237538217768,8.894546650537812,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
부산광역시,해운대구,8301,제과점,19.49685534591195,18.867924528301888,3.943665412535821,5.446223113183126,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청북도,보은군,8301,제과점,16.666666666666664,16.666666666666664,4.641299108334969,4.197714922518226,고회전 교체시장 후보,80.0,구조적 강세,수요·객단가 동반성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청북도,청주시 청원구,8301,제과점,16.666666666666664,13.88888888888889,1.1873955249789483,2.758285106324039,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,영등포구,8301,제과점,16.3265306122449,16.83673469387755,-0.4675204756268344,1.2289992326508343,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
전북특별자치도,남원시,8301,제과점,16.129032258064516,12.903225806451612,2.241842213741611,3.7045762066000583,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,화성시 동탄구,8301,제과점,15.64625850340136,21.768707482993197,1.596026079036511,3.5805913348956517,고회전 교체시장 후보,75.0,건전성장,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
대구광역시,동구,8301,제과점,14.754098360655735,13.934426229508196,1.5466755067367404,2.8882363935627637,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,관악구,8301,제과점,13.88888888888889,15.27777777777778,-0.2883989295377728,0.8243116203822438,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청남도,논산시,8301,제과점,13.88888888888889,16.666666666666664,2.9589731471519674,4.493050835116655,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,서대문구,8301,제과점,13.492063492063492,14.285714285714285,1.2549899955785615,3.451740180952149,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,과천시,8005,중국음식,13.043478260869565,13.043478260869565,0.7460452516419646,1.0812837810261413,고회전 교체시장 후보,60.0,건전성장,가성비·빈도성장,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
부산광역시,영도구,8301,제과점,12.5,16.666666666666664,9.539657161165987,11.03152546589678,고회전 교체시장 후보,100.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
대전광역시,유성구,8301,제과점,12.280701754385964,19.29824561403509,1.4288986420615797,3.4806210572225793,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,하남시,8301,제과점,12.264150943396226,14.150943396226417,0.828943023016821,2.5518287243789115,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상남도,함양군,8005,중국음식,12.0,8.0,3.172369138460328,4.176794354500365,고회전 교체시장 후보,40.0,관찰·선별개선,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청북도,충주시,8301,제과점,11.39240506329114,12.658227848101266,-0.7548062551887513,-0.5834505010500738,고회전 교체시장 후보,0.0,위축·즉시점검,수요수축,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,수원시 영통구,8301,제과점,11.347517730496454,19.858156028368796,0.1948547446918963,2.3693344221849655,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상남도,진주시,8301,제과점,11.29032258064516,11.29032258064516,0.5052704604893139,3.4007398414576304,고회전 교체시장 후보,40.0,관찰·선별개선,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,강서구,8301,제과점,11.165048543689322,12.135922330097088,-0.6926695709597384,0.6509908740178625,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
부산광역시,부산진구,8301,제과점,11.029411764705882,16.911764705882355,4.607784181758079,6.663240848366109,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상남도,통영시,8301,제과점,10.869565217391305,13.043478260869565,6.172456535151325,8.576613000255975,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
부산광역시,중구,8301,제과점,10.256410256410255,15.384615384615383,3.121947688813437,6.112555696532407,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상남도,하동군,8005,중국음식,10.0,10.0,10.167369494314944,10.689804440185268,고회전 교체시장 후보,100.0,구조적 강세,가성비·빈도성장,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청북도,괴산군,8301,제과점,10.0,20.0,2.8202058395395344,6.580920653232345,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,광진구,8301,제과점,9.917355371900827,14.049586776859504,0.0545941867759232,1.5417551738232598,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청북도,청주시 흥덕구,8301,제과점,9.848484848484848,18.181818181818183,0.4130971029372814,2.0864135648219726,고회전 교체시장 후보,60.0,건전성장,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,관악구,8005,중국음식,9.547738693467336,9.547738693467336,0.1897797804322293,0.5356037098133656,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상북도,안동시,8005,중국음식,8.771929824561402,5.263157894736842,-0.2860069315822877,2.0017227422539876,고회전 교체시장 후보,40.0,관찰·선별개선,빈도증가·매출압력,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
강원특별자치도,양구군,8005,중국음식,8.695652173913043,17.391304347826086,5.420402972390879,3.7304949685789057,고회전 교체시장 후보,80.0,구조적 강세,수요·객단가 동반성장,30대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,연천군,8005,중국음식,7.6923076923076925,7.6923076923076925,1.8572830114637204,1.416778741932584,고회전 교체시장 후보,80.0,구조적 강세,수요·객단가 동반성장,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
강원특별자치도,철원군,8005,중국음식,7.317073170731707,9.75609756097561,1.5130848631414922,1.359251000844956,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,동두천시,8005,중국음식,6.382978723404255,6.382978723404255,0.0909660884002069,2.4882146122842266,고회전 교체시장 후보,40.0,관찰·선별개선,빈도증가·매출압력,20대 이하,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,강동구,8005,중국음식,6.338028169014084,8.450704225352112,-0.5807914081294687,-0.5787750330821563,고회전 교체시장 후보,0.0,위축·즉시점검,수요수축,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
전라남도,진도군,8005,중국음식,6.25,12.5,1.6047918721022667,2.1705765011252134,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,고양시 일산서구,8005,중국음식,6.024096385542169,7.228915662650602,-0.543169484874553,0.0239903399499693,고회전 교체시장 후보,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,용인시 기흥구,8005,중국음식,5.932203389830509,6.779661016949152,-0.0932961714583558,0.7993796309960496,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
대전광역시,유성구,8005,중국음식,5.921052631578947,5.263157894736842,0.177804771832135,1.9587563644112775,고회전 교체시장 후보,40.0,관찰·선별개선,빈도증가·매출압력,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,동대문구,8005,중국음식,5.590062111801243,7.453416149068323,1.18709944823554,3.0130491126216583,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,20대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
광주광역시,북구,8005,중국음식,5.434782608695652,5.434782608695652,1.4935852903686606,3.3929067724622626,고회전 교체시장 후보,40.0,관찰·선별개선,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경상북도,예천군,8005,중국음식,5.405405405405405,5.405405405405405,0.930052319511207,2.5156071030305176,고회전 교체시장 후보,60.0,건전성장,가성비·빈도성장,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
서울특별시,광진구,8005,중국음식,5.371900826446281,7.43801652892562,-0.7140298612932476,1.051114562293295,고회전 교체시장 후보,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,용인시 처인구,8005,중국음식,5.303030303030303,8.333333333333332,1.2225356120133848,1.6473708916189422,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,50대,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
경기도,부천시 소사구,8005,중국음식,5.294117647058823,5.294117647058823,0.5454175296681617,2.756145575693888,고회전 교체시장 후보,60.0,건전성장,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
충청남도,당진시,8005,중국음식,4.9504950495049505,8.91089108910891,1.8766111959196103,1.9815455610225208,고회전 교체시장 후보,80.0,구조적 강세,가성비·빈도성장,60대 이상,2_초기점포지원,0~3년차 점포 집중 멘토링+상권별 출점 시뮬레이션
전라남도,함평군,8301,제과점,33.33333333333333,0.0,0.2689564195577715,3.777165177886822,관측변수로 미설명,60.0,건전성장,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
강원특별자치도,고성군,8301,제과점,17.647058823529413,5.88235294117647,-0.4845824167579433,-5.2811776774805255,관측변수로 미설명,20.0,위축·즉시점검,수요수축,20대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
경상남도,의령군,8301,제과점,16.666666666666664,0.0,1.060300424666044,3.2457994296992143,관측변수로 미설명,60.0,건전성장,가성비·빈도성장,50대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
전북특별자치도,임실군,8301,제과점,16.666666666666664,0.0,4.604030929417462,6.704311661580991,관측변수로 미설명,80.0,구조적 강세,가성비·빈도성장,30대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
부산광역시,기장군,8301,제과점,12.962962962962962,9.25925925925926,4.549046971028411,6.016040927550427,관측변수로 미설명,80.0,구조적 강세,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
전라남도,곡성군,8301,제과점,12.5,0.0,22.81125117372632,21.69956571247712,관측변수로 미설명,100.0,구조적 강세,수요·객단가 동반성장,30대,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
전북특별자치도,순창군,8005,중국음식,11.76470588235294,0.0,11.222891058015636,12.509610762829878,관측변수로 미설명,100.0,구조적 강세,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
부산광역시,북구,8301,제과점,11.11111111111111,4.166666666666666,3.0203450320883034,5.394320405413523,관측변수로 미설명,60.0,건전성장,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
충청남도,금산군,8301,제과점,11.11111111111111,0.0,0.5173004514620518,2.43595280408759,관측변수로 미설명,60.0,건전성장,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
충청북도,청주시 서원구,8301,제과점,10.606060606060606,6.0606060606060606,-0.4956269037184961,1.8683272535305009,관측변수로 미설명,20.0,위축·즉시점검,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
전라남도,장흥군,8005,중국음식,10.526315789473683,0.0,1.529834712489874,1.3665122628144617,관측변수로 미설명,80.0,구조적 강세,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
전라남도,해남군,8301,제과점,10.526315789473683,10.526315789473683,-0.2543693002597805,0.3105953563192823,관측변수로 미설명,40.0,관찰·선별개선,빈도증가·매출압력,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
부산광역시,강서구,8301,제과점,10.416666666666668,8.333333333333332,2.538574851477438,4.798778109588035,관측변수로 미설명,80.0,구조적 강세,가성비·빈도성장,60대 이상,3_원인조사,폐업자 설문+임대·원가·인건비 추가수집
