SIDO_NM,CCG_NM,hhi_slope,entropy_slope,cnt_js_proxy_l1_first3_last3,concentration_increase
경상북도,김천시,0.0028044062074388033,-0.0039228000401182175,0.01658298844380818,True
경상북도,문경시,-0.0011122744692321869,0.0008236040649618438,0.024485289516192315,False
경상북도,봉화군,0.0009174975975197818,-0.0020972063866361934,0.01904626215453218,True
경상북도,상주시,0.0009775381557209164,-0.0019821366138951468,0.011868377528581059,True
경상북도,성주군,0.002570553641091181,-0.0037447046971258537,0.019446939698621376,True
경상북도,안동시,0.0013222496745516415,-0.001457885511876527,0.019158120172838636,True
경상북도,영덕군,0.00019263067367973898,-0.0004344579562920289,0.019485148061886528,True
경상북도,영양군,0.0002397792036890104,0.0008313886387210915,0.033414709629126134,False
경상북도,영주시,0.0011630932450476465,-0.0017961729141429128,0.017861671839484495,True
경상북도,영천시,4.078241043483961e-05,-0.00014757980539338458,0.013561522499615872,True
경상북도,예천군,0.00188841314280196,-0.0032946228712831256,0.01980530277120136,True
경상북도,울진군,0.0022866705374109276,-0.003711429263212602,0.016902305176659433,True
경상북도,의성군,-0.003713115179465099,0.00405247314429991,0.03721685106352497,False
경상북도,청도군,-0.008802267898336361,0.008732739172701247,0.03600122283156779,False
경상북도,청송군,-0.001956054716862535,0.0008472543588894853,0.02850107579380829,False
경상북도,칠곡군,0.0011057896861968834,-0.002359925466084072,0.0196671048639758,True
경상북도,포항시 남구,0.001504991069738369,-0.0027966370826293164,0.029907447858926225,True
경상북도,포항시 북구,0.0009571565611367294,-0.0020191462189193274,0.013025077066625779,True
광주광역시,광산구,0.0005563149313032106,-0.0010454993381474376,0.014857725049284575,True
광주광역시,남구,-0.00021237601045223574,-0.00020061092302066415,0.015176868589977372,False
광주광역시,동구,0.0008094566255448758,-0.0015989347187858652,0.015648718706398775,True
광주광역시,북구,0.0006006765206683957,-0.0013606889375364093,0.015192586138755765,True
광주광역시,서구,0.0008148061656420894,-0.001249307461416303,0.013082448069562082,True
대구광역시,군위군,-0.00699499842007271,0.011293898979359406,0.04513468384597008,False
대구광역시,남구,-3.985825536097419e-05,0.000261722557142877,0.01563868327452697,False
대구광역시,달서구,0.0007064151989548263,-0.0012740977580380588,0.012029865969168455,True
대구광역시,달성군,0.0008387728582908363,-0.0015135313510068092,0.019251346940681074,True
대구광역시,동구,0.0003075750115596957,-0.0005286019938733328,0.01010800233549192,True
대구광역시,북구,0.0010100868540433548,-0.001620040172697885,0.01636417354046057,True
대구광역시,서구,0.0008677964761866917,-0.0010875067605826967,0.00771299681130476,True
대구광역시,수성구,0.0002518185561940175,-0.00010611766033378369,0.02445032380095056,True
대구광역시,중구,4.26686688624413e-05,-3.241924152611121e-05,0.01525833048425387,True
대전광역시,대덕구,0.0006941244508635409,-0.000968499783245415,0.012690352702968132,True
대전광역시,동구,0.0006460988226919975,-0.0011026566255376315,0.014109934865411736,True
대전광역시,서구,0.0010197612755335722,-0.0019458051080140314,0.014327960461216063,True
대전광역시,유성구,0.0019934751361412252,-0.00309249334670038,0.015211412747602716,True
대전광역시,중구,0.0006800085589169249,-0.00033146624097689175,0.020212061985593922,True
부산광역시,강서구,0.002274498839302357,-0.0027939154231891067,0.020272210832596043,True
부산광역시,금정구,0.0015774356942399783,-0.002771510347336711,0.01711953326483391,True
부산광역시,기장군,-0.00014569571571871806,9.152597999575145e-05,0.008556324114342878,False
부산광역시,남구,0.0008836373552146154,-0.0010931176867118374,0.02085556875945015,True
부산광역시,동구,-0.0028459199564248167,0.0027877065776326917,0.021908974909604653,False
부산광역시,동래구,0.00015925343446801364,-0.00036919388447663893,0.01071030174206481,True
부산광역시,부산진구,-0.00013023676143103196,0.00046287147752729826,0.0059300814492072185,False
부산광역시,북구,0.00029392070538156574,-0.0006932523995741085,0.004873587725517126,True
부산광역시,사상구,-0.0004838156905447604,0.0014712287031832044,0.0073545150970499365,False
부산광역시,사하구,-0.00012290224974768852,0.000337406975687731,0.007639572922494847,False
부산광역시,서구,-0.0012322009846115138,0.0017962354759758618,0.01275580546176824,False
부산광역시,수영구,4.814746059278134e-05,2.1493695869853214e-05,0.008988863398498914,False
부산광역시,연제구,-9.424390983295125e-05,-2.9846837885951135e-05,0.010472863917336034,False
부산광역시,영도구,0.00045405449542013006,-0.0007994947774582048,0.00857514781170406,True
부산광역시,중구,-7.495027172311763e-05,6.249553556281841e-05,0.003952671939687964,False
부산광역시,해운대구,3.0297974960513674e-05,-0.0002954805057695139,0.006827059257636708,True
서울특별시,강남구,-0.00018945027983429595,-0.0010080683096868111,0.015343135221328113,False
서울특별시,강동구,0.001398815043722191,-0.0024300712902831137,0.019014596826685944,True
서울특별시,강북구,0.0007910279743661882,-0.0018566474828171625,0.019405746740215554,True
서울특별시,강서구,0.001791425418107721,-0.0029201023523516088,0.016709957234924012,True
서울특별시,관악구,0.0014184650269661939,-0.0023108259209565782,0.021906748972868567,True
서울특별시,광진구,0.003043845319244178,-0.0045548159063710635,0.02688536112569866,True
서울특별시,구로구,0.0016856603889326915,-0.0025113340000288468,0.022448964682667716,True
서울특별시,금천구,0.0011703563911555747,-0.001764157003291308,0.017247122255980112,True
서울특별시,노원구,0.0024203546957765887,-0.003898645058963062,0.02642899767030098,True
서울특별시,도봉구,0.0006283561546682422,-0.001184956187202868,0.018368551353342387,True
서울특별시,동대문구,0.00161459063933049,-0.002169712812502727,0.027068283050933138,True
서울특별시,동작구,0.002695446255747804,-0.003995238228797181,0.0247319526426824,True
서울특별시,마포구,0.002948993550230425,-0.004664572543131097,0.022082472968002753,True
서울특별시,서대문구,0.0036186466856571848,-0.005243395896641988,0.034530569761724576,True
서울특별시,서초구,0.0026107854062640307,-0.004248485791573293,0.023215238928887154,True
서울특별시,성동구,0.004007543836354826,-0.00626319025897032,0.028542482026641145,True
서울특별시,성북구,0.0028039765101437256,-0.003801900396394313,0.03722827394173084,True
서울특별시,송파구,0.0038020997471575283,-0.006320606366543708,0.03387991470529018,True
서울특별시,양천구,0.001168046705477947,-0.001997632334545672,0.023732300397633004,True
서울특별시,영등포구,0.002338712616759636,-0.003658465649839515,0.021224770294462143,True
서울특별시,용산구,0.003731923978677373,-0.005682079192234497,0.02732730211096329,True
서울특별시,은평구,0.0009603673324078561,-0.001620981676091482,0.021435234201283772,True
서울특별시,종로구,0.0016196830476620865,-0.0031877110458707384,0.0203977492832097,True
서울특별시,중구,0.0028416091950876814,-0.005216621104662018,0.027112483566872465,True
서울특별시,중랑구,0.00045780061750119174,-0.0011156311870716973,0.01773843098666654,True
세종특별자치시,세종특별자치시,0.0032362724825055924,-0.00496666846362704,0.021185450129646934,True
울산광역시,남구,0.001824367697299031,-0.0031069195258697636,0.016967799743874096,True
울산광역시,동구,0.0009565780666070056,-0.001548773329222611,0.005912272419829544,True
울산광역시,북구,0.000929665596954375,-0.001390846329238274,0.010446551393211781,True
울산광역시,울주군,0.0013733816107086136,-0.0017798617109779894,0.013689830346938424,True
울산광역시,중구,0.001151800221712203,-0.002020449101565802,0.023560569275241767,True
인천광역시,강화군,0.0036887159064966863,-0.0057612355898818725,0.02940324540134681,True
인천광역시,계양구,0.0023888611386233202,-0.003523455856774874,0.029047621319396658,True
인천광역시,남동구,0.0018377426350998714,-0.0032938715564317426,0.017998083495121754,True
인천광역시,동구,0.0014559421403580377,-0.002510351524280338,0.020552974439277404,True
인천광역시,미추홀구,0.0015239441469605606,-0.0016965372734625281,0.02402424859096846,True
인천광역시,부평구,0.0020150074297994396,-0.0029593714176847576,0.021804949082484867,True
인천광역시,서구,0.002868536856038246,-0.004225963694200313,0.021668288022816395,True
인천광역시,연수구,0.0038845724699995065,-0.005199362967290117,0.029321981681453217,True
인천광역시,옹진군,-0.004015221834908305,0.0023983831338128393,0.025187002917247674,False
인천광역시,중구,0.0015252741167991705,-0.0014432439363108785,0.01338676229962352,True
전라남도,강진군,0.0005714706110094693,-0.0008168879032088627,0.01121653069861484,True
전라남도,고흥군,0.00099094273670673,-0.0017315159938250835,0.02182042785570254,True
전라남도,곡성군,-0.0033673897183452398,0.007085447369227069,0.06321925553313203,False
전라남도,광양시,0.0005303259568421688,-0.0012653339192246918,0.010521235706086485,True
전라남도,구례군,-0.0006182076106414033,0.0005322337020704409,0.02308056247441927,False
전라남도,나주시,0.001589667945941445,-0.0023562519660374815,0.01736399351128091,True
전라남도,담양군,0.0006709174724230439,-0.001552117282150202,0.015498534359911557,True
전라남도,목포시,0.0009321117919480617,-0.0017237672567302052,0.017367707954995197,True
전라남도,무안군,0.0013577257125647073,-0.002776898870148758,0.014307593887899572,True
전라남도,보성군,0.0008603388246731799,-0.0020956133682951887,0.022201638361106498,True
전라남도,순천시,0.0004920303117012288,-0.000901831929852724,0.018785931524053067,True
전라남도,신안군,0.0017093523551770817,-0.0019418050228530222,0.045875878402917916,True
전라남도,여수시,0.0015934596119293123,-0.002284471837488351,0.015935020739173827,True
전라남도,영광군,-7.704789858873986e-06,5.92980540516327e-05,0.004748116224465106,False
전라남도,영암군,0.00033663159564459706,-0.001192665663082607,0.01366009627785008,True
전라남도,완도군,0.0013694656864792145,-0.0016861065564657814,0.0055490535727495075,True
전라남도,장성군,2.9167688549608382e-05,-0.0006569665356864318,0.010752262156528254,True
전라남도,장흥군,0.0009557355254340625,-0.0019866198040433738,0.015332167571700478,True
전라남도,진도군,-0.0007816377780931964,0.001934081845909847,0.022570120327407572,False
전라남도,함평군,0.0006084678556937998,-0.0007295785415838038,0.012677345718236538,True
전라남도,해남군,0.0003690865462199274,-0.0013131002052547342,0.008686230480442958,True
전라남도,화순군,0.0012946082346355177,-0.0026052780025641693,0.02555808083318998,True
전북특별자치도,고창군,0.0006885940245113242,-0.0017302553831126792,0.02866961472134967,True
전북특별자치도,군산시,0.0009257966481772406,-0.0014974676709699492,0.018622543617883937,True
전북특별자치도,김제시,0.0010589772230248959,-0.0018812726722647125,0.014216950004657173,True
전북특별자치도,남원시,0.0006445759687540686,-0.0014607848419792744,0.015823869134935043,True
전북특별자치도,무주군,0.0035283526037566634,-0.0017975781188488828,0.08294891814448349,True
전북특별자치도,부안군,0.0012416288424691169,-0.0026217216429475073,0.013783753207881173,True
전북특별자치도,순창군,-0.0022469334671820574,0.002736473368970354,0.03467009990285273,False
전북특별자치도,완주군,0.0009184592570099975,-0.001709306538049371,0.020554710190574893,True
전북특별자치도,익산시,0.0009451901329168145,-0.0010981071791101224,0.020990385623808467,True
전북특별자치도,임실군,-0.007124219726491863,0.00782620139830762,0.03631459686907643,False
전북특별자치도,장수군,-0.010232025698049452,0.014502456899388998,0.06360509617566558,False
전북특별자치도,전주시 덕진구,0.0017834463488675734,-0.002661040921960787,0.02482827761211753,True
전북특별자치도,전주시 완산구,0.0011557915998383565,-0.0020014191274933487,0.015879623823608233,True
전북특별자치도,정읍시,0.0014665871113738395,-0.002489883783788624,0.015276936111594351,True
전북특별자치도,진안군,0.0001763117832436767,-0.0004588811899898555,0.012501369467253203,True
제주특별자치도,서귀포시,0.0007771431927799349,-0.0011267457782285898,0.009233784877285963,True
제주특별자치도,제주시,0.0013968218807628235,-0.0016848518644682951,0.015478912553490863,True
충청남도,계룡시,0.002604497188151781,-0.004117945932055075,0.019216344795034042,True
충청남도,공주시,-0.004300815476807735,0.0037618662772664615,0.024024376800141453,False
충청남도,금산군,0.0008457940573363005,-0.001983954096882593,0.015152672574657328,True
충청남도,논산시,0.000608033028996088,-0.0007373839410073905,0.01575251148906804,True
충청남도,당진시,0.002522688921332515,-0.0034205392065159803,0.014662795485320419,True
충청남도,보령시,0.005060622509850888,-0.006654777817428409,0.025435812373431635,True
충청남도,부여군,0.0027709939267131405,-0.0053317113794466,0.03126836203803494,True
충청남도,서산시,0.0028274677610627503,-0.0037014924948578945,0.014605436845526055,True
충청남도,서천군,0.0006545058053324424,-0.0009595067111512272,0.044162416682058114,True
충청남도,아산시,0.002297126238228237,-0.002936755082761465,0.01980617958557247,True
충청남도,예산군,0.002434532123948175,-0.0036416789074774952,0.021432994665098952,True
충청남도,천안시 동남구,0.0038928762304436576,-0.0049108423669499005,0.03198080585564457,True
충청남도,천안시 서북구,0.002956735960053039,-0.003208846153732463,0.022657638955207823,True
충청남도,청양군,-0.000881418844880348,0.0002082916690174955,0.0285859452475076,False
충청남도,태안군,0.005528082780491939,-0.0077548623483312835,0.043566222515910885,True
충청남도,홍성군,0.002942983042860994,-0.003709758588933635,0.018962910997647256,True
충청북도,괴산군,-0.003509027743455135,0.0041312004560324295,0.049501969083880715,False
충청북도,단양군,-0.0010035490907884066,-0.0005495874234569305,0.027878413122614673,False
충청북도,보은군,0.0019832025550853647,-0.0026746034690292163,0.019055017737586027,True
충청북도,영동군,0.000872433339487773,-0.0011895730543796746,0.02498458551033954,True
충청북도,옥천군,0.008303720447593215,-0.015077323229328032,0.056195683055326254,True
충청북도,음성군,0.004553503791284528,-0.004626350414084504,0.03079517871639031,True
충청북도,제천시,0.0016268166602738214,-0.002847922139128364,0.03223744432188501,True
충청북도,증평군,0.0024196619382969085,-0.004125888014510523,0.027896369652277753,True
충청북도,진천군,0.003531519764400914,-0.0042974957765096475,0.022486724167989653,True
충청북도,청주시 상당구,0.0011197639228402842,-0.002004075825018809,0.014445771085610562,True
충청북도,청주시 서원구,0.0028157673395580894,-0.003759484009494577,0.03316564658626933,True
충청북도,청주시 청원구,0.0015743535436881053,-0.002071776419560302,0.01785893624124543,True
충청북도,청주시 흥덕구,0.0005857384304336958,-0.0008314759626121747,0.007532561161570384,True
충청북도,충주시,0.0026780491401485703,-0.0038782739184090886,0.027895298064156734,True
