"행정구역","2026년01월_계_총인구수","2026년01월_계_연령구간인구수","2026년01월_계_0~9세","2026년01월_계_10~19세","2026년01월_계_20~29세","2026년01월_계_30~39세","2026년01월_계_40~49세","2026년01월_계_50~59세","2026년01월_계_60~69세","2026년01월_계_70~79세","2026년01월_계_80~89세","2026년01월_계_90~99세","2026년01월_계_100세 이상","2026년02월_계_총인구수","2026년02월_계_연령구간인구수","2026년02월_계_0~9세","2026년02월_계_10~19세","2026년02월_계_20~29세","2026년02월_계_30~39세","2026년02월_계_40~49세","2026년02월_계_50~59세","2026년02월_계_60~69세","2026년02월_계_70~79세","2026년02월_계_80~89세","2026년02월_계_90~99세","2026년02월_계_100세 이상","2026년03월_계_총인구수","2026년03월_계_연령구간인구수","2026년03월_계_0~9세","2026년03월_계_10~19세","2026년03월_계_20~29세","2026년03월_계_30~39세","2026년03월_계_40~49세","2026년03월_계_50~59세","2026년03월_계_60~69세","2026년03월_계_70~79세","2026년03월_계_80~89세","2026년03월_계_90~99세","2026년03월_계_100세 이상","2026년04월_계_총인구수","2026년04월_계_연령구간인구수","2026년04월_계_0~9세","2026년04월_계_10~19세","2026년04월_계_20~29세","2026년04월_계_30~39세","2026년04월_계_40~49세","2026년04월_계_50~59세","2026년04월_계_60~69세","2026년04월_계_70~79세","2026년04월_계_80~89세","2026년04월_계_90~99세","2026년04월_계_100세 이상","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상"
"경기도 연천군 (4180000000)","42,475","42,475","1,872","2,748","4,273","4,162","4,203","6,482","9,083","5,761","3,291","587","13","42,578","42,578","1,876","2,759","4,271","4,175","4,210","6,469","9,115","5,808","3,289","593","13","42,684","42,684","1,864","2,760","4,296","4,172","4,226","6,459","9,144","5,861","3,292","600","10","42,814","42,814","1,864","2,769","4,295","4,195","4,231","6,474","9,182","5,892","3,303","599","10","42,868","42,868","1,842","2,773","4,302","4,198","4,233","6,460","9,221","5,913","3,317","599","10","42,977","42,977","1,824","2,774","4,372","4,201","4,220","6,457","9,236","5,957","3,323","603","10"
"경기도 가평군 (4182000000)","62,026","62,026","2,468","4,044","5,251","5,359","6,750","10,480","13,862","8,721","4,335","728","28","62,030","62,030","2,453","4,033","5,230","5,299","6,749","10,480","13,874","8,790","4,343","752","27","61,963","61,963","2,425","4,027","5,185","5,318","6,723","10,413","13,889","8,864","4,322","769","28","62,010","62,010","2,414","4,033","5,159","5,313","6,709","10,423","13,933","8,890","4,338","770","28","62,044","62,044","2,395","4,023","5,165","5,353","6,681","10,381","13,936","8,964","4,332","787","27","62,041","62,041","2,394","4,038","5,153","5,352","6,701","10,331","13,934","8,991","4,330","790","27"
"경기도 양평군 (4183000000)","126,986","126,986","5,602","9,907","8,918","10,482","15,261","21,282","27,957","17,828","8,181","1,530","38","126,830","126,830","5,560","9,869","8,845","10,455","15,201","21,240","27,931","17,952","8,188","1,549","40","126,742","126,742","5,547","9,832","8,755","10,468","15,122","21,158","27,971","18,097","8,177","1,577","38","126,797","126,797","5,528","9,798","8,758","10,438","15,095","21,149","27,986","18,217","8,209","1,582","37","126,746","126,746","5,468","9,798","8,718","10,410","15,069","21,109","27,998","18,298","8,242","1,599","37","126,822","126,822","5,428","9,861","8,722","10,454","15,035","21,074","27,995","18,344","8,268","1,601","40"
"강원특별자치도  (5100000000)","1,507,634","1,507,634","80,314","125,158","147,150","158,661","194,350","257,486","280,254","161,077","87,773","14,978","433","1,506,699","1,506,699","80,060","124,847","146,407","158,397","193,867","257,000","280,701","162,065","87,764","15,151","440","1,506,843","1,506,843","79,775","124,956","145,923","158,821","193,113","255,828","281,385","163,396","87,826","15,376","444","1,507,199","1,507,199","79,491","124,906","145,742","158,987","192,531","255,636","281,642","164,441","87,854","15,511","458","1,507,237","1,507,237","79,232","124,713","145,555","159,144","192,137","255,410","281,744","165,221","88,004","15,615","462","1,507,217","1,507,217","79,006","124,617","145,245","159,313","192,139","254,946","281,853","165,823","88,140","15,683","452"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","284,895","284,895","17,164","25,591","34,590","34,899","38,637","46,283","45,436","25,126","14,523","2,586","60","284,855","284,855","17,108","25,606","34,492","34,824","38,584","46,228","45,525","25,288","14,521","2,617","62","284,910","284,910","17,025","25,645","34,513","34,876","38,482","46,079","45,581","25,497","14,504","2,649","59","284,966","284,966","16,982","25,645","34,524","34,911","38,372","46,034","45,572","25,682","14,504","2,678","62","285,160","285,160","16,924","25,642","34,631","34,960","38,298","46,045","45,533","25,825","14,549","2,690","63","285,027","285,027","16,872","25,589","34,495","34,980","38,318","45,939","45,548","25,939","14,576","2,708","63"
"강원특별자치도 원주시 (5113000000)","363,496","363,496","23,580","34,459","38,457","47,067","53,615","62,398","58,135","28,274","14,774","2,676","61","363,669","363,669","23,558","34,409","38,312","47,057","53,631","62,320","58,337","28,516","14,764","2,705","60","363,900","363,900","23,552","34,308","38,206","47,285","53,411","62,157","58,551","28,861","14,756","2,752","61","364,286","364,286","23,462","34,366","38,212","47,358","53,259","62,200","58,711","29,110","14,791","2,757","60","364,570","364,570","23,404","34,404","38,191","47,419","53,187","62,205","58,800","29,293","14,823","2,783","61","364,811","364,811","23,359","34,429","38,133","47,479","53,230","62,113","58,917","29,434","14,870","2,786","61"
"강원특별자치도 강릉시 (5115000000)","205,966","205,966","10,092","16,542","19,989","20,546","27,003","36,494","37,326","23,290","12,416","2,210","58","205,895","205,895","10,075","16,483","19,985","20,522","26,896","36,431","37,415","23,392","12,401","2,237","58","205,891","205,891","10,033","16,442","19,986","20,602","26,755","36,256","37,522","23,515","12,456","2,264","60","205,849","205,849","9,999","16,410","19,949","20,616","26,654","36,229","37,579","23,626","12,436","2,286","65","205,790","205,790","9,968","16,369","19,925","20,631","26,596","36,188","37,578","23,686","12,486","2,296","67","205,666","205,666","9,945","16,336","19,809","20,655","26,564","36,163","37,559","23,746","12,520","2,302","67"
"강원특별자치도 동해시 (5117000000)","86,225","86,225","4,622","7,849","7,576","8,040","11,853","15,949","15,177","9,584","4,830","726","19","86,062","86,062","4,604","7,806","7,525","8,027","11,815","15,913","15,176","9,608","4,822","749","17","85,875","85,875","4,557","7,774","7,417","8,035","11,756","15,847","15,215","9,650","4,851","755","18","85,758","85,758","4,527","7,778","7,368","8,054","11,691","15,793","15,234","9,688","4,842","765","18","85,608","85,608","4,502","7,757","7,275","8,063","11,650","15,762","15,225","9,740","4,844","772","18","85,589","85,589","4,488","7,764","7,243","8,058","11,661","15,755","15,239","9,764","4,830","771","16"
"강원특별자치도 태백시 (5119000000)","36,972","36,972","1,435","3,205","2,614","2,670","4,789","6,704","7,336","5,302","2,585","321","11","36,886","36,886","1,419","3,186","2,603","2,654","4,760","6,685","7,338","5,310","2,596","324","11","36,859","36,859","1,412","3,195","2,594","2,659","4,746","6,635","7,332","5,343","2,597","332","14","36,850","36,850","1,401","3,180","2,597","2,672","4,726","6,619","7,340","5,368","2,594","338","15","36,853","36,853","1,398","3,168","2,594","2,679","4,706","6,608","7,355","5,389","2,599","342","15","36,811","36,811","1,393","3,163","2,596","2,670","4,693","6,589","7,341","5,402","2,602","347","15"
"강원특별자치도 속초시 (5121000000)","79,586","79,586","4,191","6,632","6,846","8,641","10,718","14,434","15,042","8,390","4,002","668","22","79,252","79,252","4,124","6,574","6,764","8,612","10,632","14,382","15,031","8,424","4,010","675","24","78,982","78,982","4,104","6,508","6,662","8,589","10,579","14,279","15,040","8,501","4,014","683","23","78,842","78,842","4,075","6,505","6,605","8,580","10,528","14,238","15,057","8,533","4,005","695","21","78,805","78,805","4,051","6,500","6,538","8,586","10,523","14,215","15,067","8,580","4,019","703","23","78,893","78,893","4,026","6,514","6,547","8,597","10,527","14,201","15,090","8,627","4,035","707","22"
"강원특별자치도 삼척시 (5123000000)","60,307","60,307","2,706","4,458","5,757","4,655","6,829","10,524","12,162","7,855","4,475","860","26","60,135","60,135","2,719","4,393","5,662","4,615","6,799","10,509","12,181","7,887","4,466","878","26","60,450","60,450","2,717","4,645","5,737","4,609","6,757","10,453","12,221","7,922","4,470","895","24","60,461","60,461","2,693","4,631","5,759","4,615","6,736","10,465","12,181","7,971","4,481","903","26","60,408","60,408","2,680","4,589","5,759","4,618","6,734","10,445","12,168","8,009","4,477","902","27","60,294","60,294","2,663","4,557","5,735","4,608","6,718","10,408","12,163","8,036","4,476","903","27"
"강원특별자치도 홍천군 (5172000000)","66,008","66,008","2,742","4,342","4,852","5,404","6,703","10,696","16,080","9,267","4,946","945","31","65,937","65,937","2,738","4,336","4,811","5,390","6,669","10,662","16,051","9,347","4,948","954","31","65,962","65,962","2,724","4,336","4,765","5,411","6,663","10,573","16,095","9,448","4,942","972","33","65,935","65,935","2,695","4,333","4,724","5,400","6,649","10,569","16,086","9,526","4,943","979","31","65,889","65,889","2,687","4,304","4,712","5,389","6,620","10,548","16,108","9,568","4,930","990","33","65,849","65,849","2,672","4,311","4,691","5,386","6,617","10,519","16,069","9,621","4,940","992","31"
"강원특별자치도 횡성군 (5173000000)","45,591","45,591","1,538","3,202","2,812","2,807","4,226","7,454","12,052","7,012","3,803","666","19","45,583","45,583","1,534","3,190","2,779","2,820","4,212","7,413","12,057","7,084","3,806","670","18","45,573","45,573","1,508","3,244","2,759","2,811","4,186","7,353","12,062","7,151","3,795","685","19","45,625","45,625","1,509","3,257","2,742","2,795","4,176","7,345","12,081","7,217","3,792","691","20","45,596","45,596","1,502","3,230","2,749","2,782","4,165","7,330","12,048","7,280","3,803","687","20","45,575","45,575","1,502","3,206","2,742","2,781","4,160","7,310","12,058","7,296","3,805","698","17"
"강원특별자치도 영월군 (5175000000)","35,997","35,997","1,187","2,395","2,373","2,257","3,579","6,280","8,826","5,521","3,077","490","12","35,917","35,917","1,192","2,380","2,327","2,230","3,566","6,251","8,831","5,563","3,069","495","13","35,868","35,868","1,173","2,423","2,299","2,215","3,537","6,189","8,852","5,581","3,082","504","13","35,836","35,836","1,176","2,397","2,297","2,225","3,523","6,163","8,837","5,609","3,085","510","14","35,757","35,757","1,168","2,387","2,269","2,201","3,524","6,122","8,836","5,633","3,091","513","13","35,714","35,714","1,151","2,386","2,267","2,211","3,502","6,093","8,849","5,643","3,076","524","12"
"강원특별자치도 평창군 (5176000000)","39,933","39,933","1,187","2,540","2,655","2,521","4,045","7,250","10,115","5,990","3,148","467","15","39,949","39,949","1,186","2,537","2,651","2,525","4,020","7,237","10,104","6,046","3,149","477","17","39,860","39,860","1,187","2,510","2,633","2,506","3,988","7,142","10,155","6,097","3,145","480","17","39,904","39,904","1,186","2,487","2,652","2,510","3,979","7,146","10,156","6,135","3,154","481","18","39,917","39,917","1,186","2,480","2,648","2,515","3,964","7,144","10,162","6,172","3,146","482","18","39,897","39,897","1,192","2,474","2,632","2,523","3,967","7,119","10,141","6,197","3,156","479","17"
"강원특별자치도 정선군 (5177000000)","34,982","34,982","1,065","2,119","2,362","2,297","3,966","6,617","8,404","5,046","2,686","394","26","35,001","35,001","1,041","2,113","2,360","2,298","3,946","6,647","8,404","5,071","2,698","397","26","35,053","35,053","1,028","2,115","2,364","2,300","3,922","6,641","8,444","5,125","2,687","400","27","35,073","35,073","1,027","2,093","2,363","2,305","3,908","6,622","8,454","5,166","2,702","404","29","35,113","35,113","1,019","2,086","2,376","2,301","3,905","6,632","8,474","5,181","2,705","406","28","35,128","35,128","1,012","2,074","2,378","2,296","3,904","6,632","8,477","5,224","2,700","405","26"
"강원특별자치도 철원군 (5178000000)","39,953","39,953","2,239","3,066","4,018","4,125","4,438","6,325","7,617","4,729","2,986","396","14","39,818","39,818","2,223","3,029","4,000","4,096","4,400","6,285","7,615","4,771","2,986","398","15","39,802","39,802","2,215","3,021","3,964","4,111","4,402","6,228","7,637","4,807","2,996","406","15","39,779","39,779","2,216","3,006","3,964","4,098","4,403","6,192","7,668","4,826","2,979","410","17","39,727","39,727","2,207","2,997","3,946","4,098","4,382","6,177","7,669","4,838","2,985","412","16","39,711","39,711","2,204","2,999","3,941","4,110","4,376","6,162","7,664","4,828","2,995","416","16"
"강원특별자치도 화천군 (5179000000)","22,338","22,338","1,184","1,599","2,734","2,406","2,215","3,328","4,447","2,500","1,644","264","17","22,284","22,284","1,194","1,573","2,692","2,415","2,203","3,305","4,452","2,520","1,647","265","18","22,290","22,290","1,198","1,565","2,681","2,433","2,183","3,286","4,462","2,545","1,652","268","17","22,335","22,335","1,200","1,573","2,660","2,450","2,190","3,292","4,470","2,568","1,651","265","16","22,328","22,328","1,194","1,578","2,636","2,464","2,178","3,285","4,476","2,576","1,652","273","16","22,579","22,579","1,198","1,593","2,732","2,498","2,197","3,312","4,506","2,601","1,652","274","16"
"강원특별자치도 양구군 (5180000000)","20,373","20,373","1,222","1,801","2,120","2,184","2,251","3,023","4,026","2,149","1,362","233","2","20,382","20,382","1,189","1,874","2,108","2,166","2,232","3,020","4,035","2,159","1,361","236","2","20,368","20,368","1,184","1,870","2,082","2,174","2,238","3,013","4,026","2,187","1,356","236","2","20,349","20,349","1,173","1,861","2,087","2,162","2,234","3,011","4,020","2,201","1,361","237","2","20,358","20,358","1,175","1,852","2,065","2,187","2,241","3,013","4,028","2,197","1,358","240","2","20,372","20,372","1,175","1,840","2,087","2,190","2,243","3,012","4,026","2,208","1,351","238","2"
"강원특별자치도 인제군 (5181000000)","30,814","30,814","1,891","2,115","3,360","3,730","3,646","4,598","6,192","3,150","1,813","304","15","30,742","30,742","1,871","2,104","3,327","3,712","3,643","4,587","6,206","3,168","1,809","299","16","30,760","30,760","1,870","2,096","3,292","3,742","3,612","4,596","6,220","3,210","1,798","308","16","30,773","30,773","1,876","2,106","3,286","3,743","3,604","4,595","6,204","3,232","1,797","314","16","30,752","30,752","1,885","2,098","3,276","3,736","3,600","4,568","6,204","3,252","1,801","317","15","30,771","30,771","1,879","2,110","3,280","3,745","3,609","4,556","6,191","3,268","1,803","316","14"
"강원특별자치도 고성군 (5182000000)","26,849","26,849","1,190","1,568","2,188","2,376","2,715","4,483","5,813","3,795","2,332","378","11","26,942","26,942","1,185","1,581","2,181","2,395","2,727","4,489","5,848","3,810","2,340","374","12","27,076","27,076","1,194","1,584","2,166","2,437","2,751","4,498","5,882","3,825","2,352","375","12","27,172","27,172","1,202","1,596","2,158","2,462","2,763","4,507","5,893","3,838","2,366","373","14","27,189","27,189","1,201","1,589","2,157","2,480","2,760","4,491","5,921","3,842","2,364","371","13","27,204","27,204","1,201","1,597","2,148","2,486","2,772","4,483","5,913","3,835","2,375","379","15"
"강원특별자치도 양양군 (5183000000)","27,349","27,349","1,079","1,675","1,847","2,036","3,122","4,646","6,068","4,097","2,371","394","14","27,390","27,390","1,100","1,673","1,828","2,039","3,132","4,636","6,095","4,101","2,371","401","14","27,364","27,364","1,094","1,675","1,803","2,026","3,145","4,603","6,088","4,131","2,373","412","14","27,406","27,406","1,092","1,682","1,795","2,031","3,136","4,616","6,099","4,145","2,371","425","14","27,417","27,417","1,081","1,683","1,808","2,035","3,104","4,632","6,092","4,160","2,372","436","14","27,326","27,326","1,074","1,675","1,789","2,040","3,081","4,580","6,102","4,154","2,378","438","15"
"충청북도  (4300000000)","1,596,749","1,596,749","92,762","143,164","166,306","193,232","221,367","271,421","269,970","148,702","75,556","13,955","314","1,596,816","1,596,816","92,526","142,988","165,544","193,034","221,054","271,244","270,754","149,825","75,389","14,141","317","1,597,976","1,597,976","92,041","143,288","165,430","193,600","220,186","270,571","271,463","151,272","75,444","14,363","318","1,599,375","1,599,375","91,906","143,271","165,341","194,130","219,687","270,612","272,049","152,140","75,393","14,524","322","1,600,216","1,600,216","91,552","143,219","165,293","194,455","219,564","270,433","272,256","153,001","75,435","14,685","323","1,600,787","1,600,787","91,348","143,119","164,960","194,741","219,781","270,206","272,514","153,603","75,507","14,688","320"
"충청북도 청주시 (4311000000)","856,629","856,629","58,041","84,447","102,185","122,906","130,303","142,468","120,997","61,413","28,603","5,160","106","857,420","857,420","58,022","84,529","101,979","122,835","130,260","142,546","121,440","61,900","28,582","5,224","103","857,936","857,936","57,791","84,482","101,876","123,274","129,827","142,306","121,841","62,498","28,642","5,298","101","858,653","858,653","57,719","84,499","101,796","123,576","129,606","142,400","122,065","62,910","28,607","5,371","104","859,441","859,441","57,578","84,574","101,808","123,855","129,596","142,374","122,234","63,219","28,645","5,451","107","859,571","859,571","57,501","84,510","101,591","123,996","129,691","142,261","122,314","63,438","28,715","5,448","106"
"충청북도 청주시 상당구 (4311100000)","194,463","194,463","12,827","19,694","20,025","23,854","28,765","33,735","30,457","15,977","7,738","1,364","27","194,232","194,232","12,774","19,567","19,959","23,801","28,667","33,649","30,547","16,125","7,733","1,383","27","193,836","193,836","12,651","19,488","19,759","23,832","28,499","33,539","30,603","16,289","7,745","1,404","27","193,727","193,727","12,608","19,487","19,608","23,827","28,406","33,511","30,703","16,402","7,727","1,420","28","193,425","193,425","12,534","19,463","19,493","23,796","28,350","33,422","30,700","16,468","7,735","1,436","28","193,079","193,079","12,451","19,459","19,339","23,724","28,334","33,341","30,705","16,503","7,752","1,442","29"
"충청북도 청주시 서원구 (4311200000)","183,007","183,007","9,386","16,871","23,954","21,987","24,520","32,859","29,258","15,640","7,246","1,259","27","184,851","184,851","9,657","17,086","24,092","22,392","24,765","33,104","29,447","15,761","7,252","1,269","26","185,924","185,924","9,711","17,145","24,275","22,685","24,763","33,217","29,619","15,910","7,278","1,293","28","186,350","186,350","9,744","17,128","24,322","22,824","24,755","33,275","29,676","16,019","7,266","1,313","28","187,416","187,416","9,807","17,248","24,485","23,000","24,904","33,433","29,764","16,115","7,293","1,337","30","187,779","187,779","9,833","17,258","24,511","23,101","24,935","33,503","29,788","16,168","7,320","1,333","29"
"충청북도 청주시 흥덕구 (4311300000)","292,310","292,310","23,105","27,924","36,259","50,262","46,088","46,638","36,712","16,844","7,099","1,350","29","291,887","291,887","23,007","27,918","36,069","49,984","46,033","46,573","36,833","16,968","7,101","1,372","29","291,840","291,840","22,975","27,846","36,050","50,080","45,864","46,381","36,979","17,123","7,136","1,380","26","292,205","292,205","22,955","27,864","36,071","50,208","45,824","46,440","37,044","17,242","7,125","1,403","29","292,288","292,288","22,891","27,859","36,008","50,361","45,801","46,373","37,106","17,338","7,104","1,418","29","292,625","292,625","22,946","27,790","36,003","50,530","45,889","46,318","37,157","17,425","7,129","1,410","28"
"충청북도 청주시 청원구 (4311400000)","186,849","186,849","12,723","19,958","21,947","26,803","30,930","29,236","24,570","12,952","6,520","1,187","23","186,450","186,450","12,584","19,958","21,859","26,658","30,795","29,220","24,613","13,046","6,496","1,200","21","186,336","186,336","12,454","20,003","21,792","26,677","30,701","29,169","24,640","13,176","6,483","1,221","20","186,371","186,371","12,412","20,020","21,795","26,717","30,621","29,174","24,642","13,247","6,489","1,235","19","186,312","186,312","12,346","20,004","21,822","26,698","30,541","29,146","24,664","13,298","6,513","1,260","20","186,088","186,088","12,271","20,003","21,738","26,641","30,533","29,099","24,664","13,342","6,514","1,263","20"
"충청북도 충주시 (4313000000)","206,270","206,270","10,775","17,336","19,878","22,543","27,250","35,978","37,874","21,088","11,373","2,127","48","206,177","206,177","10,740","17,302","19,729","22,524","27,187","35,963","37,951","21,244","11,343","2,144","50","206,096","206,096","10,634","17,259","19,758","22,525","27,037","35,842","38,034","21,443","11,334","2,182","48","206,089","206,089","10,613","17,211","19,767","22,543","26,913","35,800","38,078","21,575","11,341","2,197","51","206,179","206,179","10,539","17,248","19,809","22,516","26,892","35,755","38,076","21,727","11,349","2,216","52","205,978","205,978","10,478","17,250","19,733","22,487","26,899","35,643","38,092","21,779","11,354","2,211","52"
"충청북도 제천시 (4315000000)","127,803","127,803","6,034","10,687","12,632","11,315","15,139","22,419","25,340","15,243","7,736","1,221","37","127,640","127,640","6,000","10,629","12,525","11,323","15,075","22,331","25,394","15,345","7,746","1,233","39","128,269","128,269","5,947","11,043","12,692","11,344","14,989","22,211","25,465","15,537","7,722","1,280","39","128,382","128,382","5,914","11,075","12,689","11,357","14,943","22,195","25,508","15,642","7,720","1,300","39","128,306","128,306","5,883","11,029","12,687","11,360","14,901","22,146","25,470","15,745","7,736","1,309","40","128,192","128,192","5,841","10,961","12,642","11,366","14,913","22,114","25,460","15,815","7,733","1,309","38"
"충청북도 보은군 (4372000000)","30,603","30,603","974","1,760","1,801","1,801","2,659","4,859","7,796","5,134","3,073","737","9","30,601","30,601","959","1,751","1,800","1,801","2,660","4,823","7,822","5,168","3,065","742","10","30,662","30,662","949","1,759","1,798","1,816","2,662","4,800","7,828","5,202","3,082","756","10","30,705","30,705","954","1,758","1,796","1,821","2,660","4,797","7,845","5,225","3,075","763","11","30,716","30,716","947","1,763","1,787","1,817","2,654","4,773","7,860","5,265","3,065","773","12","31,181","31,181","947","1,776","1,834","1,881","2,704","4,861","7,988","5,328","3,074","776","12"
"충청북도 옥천군 (4373000000)","50,000","50,000","1,677","3,524","3,717","3,345","5,266","8,671","11,383","7,532","3,995","872","18","50,117","50,117","1,662","3,524","3,744","3,365","5,239","8,683","11,415","7,595","3,990","881","19","50,259","50,259","1,663","3,521","3,771","3,392","5,217","8,667","11,468","7,672","3,984","884","20","50,387","50,387","1,656","3,524","3,782","3,418","5,233","8,684","11,491","7,698","3,980","902","19","50,423","50,423","1,646","3,504","3,777","3,422","5,229","8,692","11,493","7,753","3,976","913","18","50,547","50,547","1,657","3,492","3,803","3,458","5,242","8,705","11,491","7,795","3,976","909","19"
"충청북도 영동군 (4374000000)","43,136","43,136","1,316","2,733","2,947","2,628","3,835","7,377","10,383","7,029","4,136","735","17","43,043","43,043","1,298","2,721","2,884","2,624","3,809","7,350","10,408","7,058","4,120","755","16","42,974","42,974","1,283","2,722","2,844","2,607","3,770","7,326","10,411","7,117","4,113","763","18","43,033","43,033","1,283","2,715","2,825","2,624","3,772","7,315","10,468","7,131","4,114","768","18","43,031","43,031","1,280","2,681","2,835","2,636","3,753","7,316","10,466","7,150","4,122","775","17","43,011","43,011","1,279","2,671","2,826","2,630","3,754","7,299","10,475","7,153","4,129","777","18"
"충청북도 증평군 (4374500000)","36,656","36,656","2,220","3,353","3,600","4,504","5,196","6,201","6,125","3,413","1,728","311","5","36,623","36,623","2,208","3,354","3,555","4,465","5,195","6,225","6,121","3,442","1,732","321","5","36,585","36,585","2,210","3,339","3,539","4,439","5,193","6,202","6,110","3,484","1,737","326","6","36,694","36,694","2,219","3,344","3,537","4,482","5,193","6,204","6,132","3,506","1,739","331","7","36,724","36,724","2,194","3,345","3,509","4,500","5,208","6,190","6,169","3,529","1,744","329","7","36,741","36,741","2,166","3,374","3,515","4,488","5,210","6,180","6,169","3,567","1,738","327","7"
"충청북도 진천군 (4375000000)","85,969","85,969","5,701","8,563","7,524","10,678","13,812","14,683","13,546","6,938","3,740","768","16","85,689","85,689","5,647","8,499","7,418","10,597","13,774","14,668","13,578","6,987","3,716","787","18","85,590","85,590","5,610","8,466","7,338","10,605","13,696","14,649","13,631","7,064","3,720","793","18","85,623","85,623","5,593","8,439","7,327","10,634","13,640","14,668","13,699","7,080","3,724","801","18","85,558","85,558","5,560","8,398","7,304","10,641","13,626","14,659","13,713","7,117","3,712","811","17","85,569","85,569","5,562","8,402","7,260","10,656","13,622","14,660","13,710","7,149","3,725","806","17"
"충청북도 괴산군 (4376000000)","38,166","38,166","1,098","1,869","2,318","2,181","3,235","6,443","10,340","6,388","3,632","646","16","37,774","37,774","1,057","1,797","2,249","2,120","3,185","6,339","10,306","6,452","3,590","663","16","37,532","37,532","1,033","1,766","2,157","2,116","3,120","6,265","10,278","6,513","3,587","681","16","37,473","37,473","1,037","1,754","2,113","2,122","3,092","6,223","10,314","6,545","3,568","691","14","37,428","37,428","1,032","1,737","2,107","2,109","3,088","6,195","10,313","6,584","3,565","684","14","37,415","37,415","1,023","1,742","2,091","2,106","3,094","6,177","10,335","6,586","3,558","689","14"
"충청북도 음성군 (4377000000)","94,729","94,729","4,178","7,356","8,141","9,744","12,288","17,705","18,983","10,085","5,206","1,010","33","95,021","95,021","4,196","7,357","8,114","9,800","12,314","17,742","19,096","10,164","5,182","1,023","33","95,429","95,429","4,198","7,409","8,133","9,913","12,334","17,762","19,167","10,249","5,200","1,031","33","95,680","95,680","4,199","7,444","8,177","9,977","12,305","17,805","19,208","10,306","5,202","1,024","33","95,787","95,787","4,178","7,445","8,152","10,024","12,290","17,826","19,225","10,383","5,187","1,046","31","95,954","95,954","4,179","7,446","8,161","10,096","12,324","17,798","19,253","10,441","5,171","1,055","30"
"충청북도 단양군 (4380000000)","26,788","26,788","748","1,536","1,563","1,587","2,384","4,617","7,203","4,439","2,334","368","9","26,711","26,711","737","1,525","1,547","1,580","2,356","4,574","7,223","4,470","2,323","368","8","26,644","26,644","723","1,522","1,524","1,569","2,341","4,541","7,230","4,493","2,323","369","9","26,656","26,656","719","1,508","1,532","1,576","2,330","4,521","7,241","4,522","2,323","376","8","26,623","26,623","715","1,495","1,518","1,575","2,327","4,507","7,237","4,529","2,334","378","8","26,628","26,628","715","1,495","1,504","1,577","2,328","4,508","7,227","4,552","2,334","381","7"
"충청남도  (4400000000)","2,136,204","2,136,204","125,744","202,628","211,083","252,246","312,974","353,387","340,310","205,333","108,882","23,151","466","2,136,064","2,136,064","125,180","202,588","210,272","251,296","312,680","353,782","340,951","206,752","108,608","23,485","470","2,136,826","2,136,826","124,499","202,748","209,722","251,763","311,700","353,494","341,510","208,468","108,574","23,873","475","2,137,689","2,137,689","124,077","202,636","209,401","252,015","311,075","353,875","342,169","209,658","108,250","24,061","472","2,138,517","2,138,517","123,549","202,628","209,005","252,221","310,923","353,966","342,492","210,740","108,309","24,209","475","2,138,785","2,138,785","123,070","202,608","208,653","252,232","311,245","353,916","342,678","211,315","108,423","24,171","474"
"충청남도 천안시 (4413000000)","664,269","664,269","43,520","68,029","84,939","98,281","109,123","111,510","86,876","40,389","18,109","3,425","68","664,746","664,746","43,256","68,195","84,888","98,004","109,089","111,703","87,236","40,749","18,102","3,456","68","665,080","665,080","43,025","68,215","84,794","98,108","108,736","111,701","87,642","41,135","18,131","3,527","66","665,391","665,391","42,876","68,154","84,634","98,239","108,506","111,890","87,963","41,376","18,131","3,558","64","665,858","665,858","42,713","68,159","84,543","98,381","108,492","111,865","88,216","41,650","18,185","3,592","62","666,182","666,182","42,534","68,169","84,409","98,450","108,687","111,857","88,331","41,859","18,232","3,589","65"
