SIDO_NM,CCG_NM,STRD_YYMM,TP_BUZ_NO,TP_BUZ_NM_CLEAN,연결업종,stores_previous_month_end,stores_current_month_end,openings_month,closures_month
전북특별자치도,임실군,202606,8005,중국음식,중국음식,29,28,0,1
전북특별자치도,장수군,202606,8005,중국음식,중국음식,25,25,0,0
전북특별자치도,전주시 덕진구,202606,8005,중국음식,중국음식,143,143,0,0
전북특별자치도,전주시 완산구,202606,8005,중국음식,중국음식,103,102,1,2
전북특별자치도,정읍시,202606,8005,중국음식,중국음식,62,62,0,0
전북특별자치도,진안군,202606,8005,중국음식,중국음식,17,17,0,0
제주특별자치도,서귀포시,202606,8005,중국음식,중국음식,165,163,1,3
제주특별자치도,제주시,202606,8005,중국음식,중국음식,262,262,2,2
충청남도,계룡시,202606,8005,중국음식,중국음식,14,14,0,0
충청남도,공주시,202606,8005,중국음식,중국음식,77,78,1,0
충청남도,금산군,202606,8005,중국음식,중국음식,47,47,0,0
충청남도,논산시,202606,8005,중국음식,중국음식,85,85,0,0
충청남도,당진시,202606,8005,중국음식,중국음식,104,105,1,0
충청남도,보령시,202606,8005,중국음식,중국음식,70,69,0,1
충청남도,부여군,202606,8005,중국음식,중국음식,41,40,0,1
충청남도,서산시,202606,8005,중국음식,중국음식,139,139,1,1
충청남도,서천군,202606,8005,중국음식,중국음식,45,45,0,0
충청남도,아산시,202606,8005,중국음식,중국음식,264,260,1,5
충청남도,예산군,202606,8005,중국음식,중국음식,55,55,0,0
충청남도,천안시 동남구,202606,8005,중국음식,중국음식,141,141,0,0
충청남도,천안시 서북구,202606,8005,중국음식,중국음식,221,220,1,2
충청남도,청양군,202606,8005,중국음식,중국음식,27,27,0,0
충청남도,태안군,202606,8005,중국음식,중국음식,55,55,0,0
충청남도,홍성군,202606,8005,중국음식,중국음식,68,68,0,0
충청북도,괴산군,202606,8005,중국음식,중국음식,29,29,0,0
충청북도,단양군,202606,8005,중국음식,중국음식,24,24,0,0
충청북도,보은군,202606,8005,중국음식,중국음식,25,25,0,0
충청북도,영동군,202606,8005,중국음식,중국음식,26,26,0,0
충청북도,옥천군,202606,8005,중국음식,중국음식,33,33,0,0
충청북도,음성군,202606,8005,중국음식,중국음식,78,78,1,1
충청북도,제천시,202606,8005,중국음식,중국음식,81,82,1,0
충청북도,증평군,202606,8005,중국음식,중국음식,24,24,0,0
충청북도,진천군,202606,8005,중국음식,중국음식,50,49,0,1
충청북도,청주시 상당구,202606,8005,중국음식,중국음식,79,79,0,0
충청북도,청주시 서원구,202606,8005,중국음식,중국음식,89,90,1,0
충청북도,청주시 청원구,202606,8005,중국음식,중국음식,111,108,0,3
충청북도,청주시 흥덕구,202606,8005,중국음식,중국음식,146,147,1,0
충청북도,충주시,202606,8005,중국음식,중국음식,180,179,0,1
강원특별자치도,강릉시,202601,8301,제과점,제과점,142,143,1,0
강원특별자치도,고성군,202601,8301,제과점,제과점,17,16,0,1
강원특별자치도,동해시,202601,8301,제과점,제과점,34,35,1,0
강원특별자치도,삼척시,202601,8301,제과점,제과점,24,24,0,0
강원특별자치도,속초시,202601,8301,제과점,제과점,54,54,0,0
강원특별자치도,양구군,202601,8301,제과점,제과점,6,6,0,0
강원특별자치도,양양군,202601,8301,제과점,제과점,13,13,0,0
강원특별자치도,영월군,202601,8301,제과점,제과점,9,9,0,0
강원특별자치도,원주시,202601,8301,제과점,제과점,134,135,3,2
강원특별자치도,인제군,202601,8301,제과점,제과점,13,13,0,0
강원특별자치도,정선군,202601,8301,제과점,제과점,8,8,0,0
강원특별자치도,철원군,202601,8301,제과점,제과점,11,11,0,0
강원특별자치도,춘천시,202601,8301,제과점,제과점,134,136,2,0
강원특별자치도,태백시,202601,8301,제과점,제과점,11,12,1,0
강원특별자치도,평창군,202601,8301,제과점,제과점,26,26,0,0
강원특별자치도,홍천군,202601,8301,제과점,제과점,27,27,0,0
강원특별자치도,화천군,202601,8301,제과점,제과점,4,4,0,0
강원특별자치도,횡성군,202601,8301,제과점,제과점,11,11,0,0
경기도,가평군,202601,8301,제과점,제과점,21,21,0,0
경기도,고양시 덕양구,202601,8301,제과점,제과점,171,173,4,2
경기도,고양시 일산동구,202601,8301,제과점,제과점,134,134,2,2
경기도,고양시 일산서구,202601,8301,제과점,제과점,84,84,2,2
경기도,과천시,202601,8301,제과점,제과점,26,26,0,0
경기도,광명시,202601,8301,제과점,제과점,83,84,1,0
경기도,광주시,202601,8301,제과점,제과점,83,83,0,0
경기도,구리시,202601,8301,제과점,제과점,58,57,0,1
경기도,군포시,202601,8301,제과점,제과점,79,79,0,0
경기도,김포시,202601,8301,제과점,제과점,153,155,3,1
경기도,남양주시,202601,8301,제과점,제과점,265,266,3,2
경기도,동두천시,202601,8301,제과점,제과점,21,21,1,1
경기도,부천시 소사구,202601,8301,제과점,제과점,60,60,1,1
경기도,부천시 오정구,202601,8301,제과점,제과점,35,36,1,0
경기도,부천시 원미구,202601,8301,제과점,제과점,160,159,1,2
경기도,성남시 분당구,202601,8301,제과점,제과점,226,226,2,2
경기도,성남시 수정구,202601,8301,제과점,제과점,71,71,0,0
경기도,성남시 중원구,202601,8301,제과점,제과점,64,64,1,1
경기도,수원시 권선구,202601,8301,제과점,제과점,99,98,2,3
경기도,수원시 영통구,202601,8301,제과점,제과점,141,144,6,3
경기도,수원시 장안구,202601,8301,제과점,제과점,84,86,4,2
경기도,수원시 팔달구,202601,8301,제과점,제과점,92,94,2,0
경기도,시흥시,202601,8301,제과점,제과점,140,141,2,1
경기도,안산시 단원구,202601,8301,제과점,제과점,103,105,2,0
경기도,안산시 상록구,202601,8301,제과점,제과점,93,92,0,1
경기도,안성시,202601,8301,제과점,제과점,51,51,0,0
경기도,안양시 동안구,202601,8301,제과점,제과점,135,135,2,2
경기도,안양시 만안구,202601,8301,제과점,제과점,71,72,1,0
경기도,양주시,202601,8301,제과점,제과점,68,68,0,0
경기도,양평군,202601,8301,제과점,제과점,44,44,0,0
경기도,여주시,202601,8301,제과점,제과점,32,33,1,0
경기도,연천군,202601,8301,제과점,제과점,11,11,0,0
경기도,오산시,202601,8301,제과점,제과점,78,76,0,2
경기도,용인시 기흥구,202601,8301,제과점,제과점,116,117,1,0
경기도,용인시 수지구,202601,8301,제과점,제과점,110,109,0,1
경기도,용인시 처인구,202601,8301,제과점,제과점,75,77,2,0
경기도,의왕시,202601,8301,제과점,제과점,50,50,0,0
경기도,의정부시,202601,8301,제과점,제과점,166,162,2,6
경기도,이천시,202601,8301,제과점,제과점,87,86,0,1
경기도,파주시,202601,8301,제과점,제과점,173,178,6,1
경기도,평택시,202601,8301,제과점,제과점,184,182,1,3
경기도,포천시,202601,8301,제과점,제과점,34,34,0,0
경기도,하남시,202601,8301,제과점,제과점,106,106,3,3
경기도,화성시 동탄구,202601,8301,제과점,제과점,147,148,4,3
경기도,화성시 만세구,202601,8301,제과점,제과점,59,61,2,0
경기도,화성시 병점구,202601,8301,제과점,제과점,28,28,0,0
경기도,화성시 효행구,202601,8301,제과점,제과점,40,41,1,0
경상남도,거제시,202601,8301,제과점,제과점,108,107,0,1
경상남도,거창군,202601,8301,제과점,제과점,19,19,0,0
경상남도,고성군,202601,8301,제과점,제과점,17,17,0,0
경상남도,김해시,202601,8301,제과점,제과점,198,197,3,4
경상남도,남해군,202601,8301,제과점,제과점,21,21,0,0
경상남도,밀양시,202601,8301,제과점,제과점,36,36,0,0
경상남도,사천시,202601,8301,제과점,제과점,39,40,1,0
경상남도,산청군,202601,8301,제과점,제과점,12,12,0,0
경상남도,양산시,202601,8301,제과점,제과점,142,143,2,1
경상남도,의령군,202601,8301,제과점,제과점,6,6,0,0
경상남도,진주시,202601,8301,제과점,제과점,186,184,0,2
경상남도,창녕군,202601,8301,제과점,제과점,17,17,0,0
경상남도,창원시 마산합포구,202601,8301,제과점,제과점,56,56,0,0
경상남도,창원시 마산회원구,202601,8301,제과점,제과점,53,53,0,0
경상남도,창원시 성산구,202601,8301,제과점,제과점,99,99,0,0
경상남도,창원시 의창구,202601,8301,제과점,제과점,67,69,2,0
경상남도,창원시 진해구,202601,8301,제과점,제과점,72,71,0,1
경상남도,통영시,202601,8301,제과점,제과점,46,46,1,1
경상남도,하동군,202601,8301,제과점,제과점,17,17,0,0
경상남도,함안군,202601,8301,제과점,제과점,15,16,1,0
경상남도,함양군,202601,8301,제과점,제과점,10,10,0,0
경상남도,합천군,202601,8301,제과점,제과점,9,9,0,0
경상북도,경산시,202601,8301,제과점,제과점,112,112,0,0
경상북도,경주시,202601,8301,제과점,제과점,185,182,0,3
경상북도,고령군,202601,8301,제과점,제과점,9,9,0,0
경상북도,구미시,202601,8301,제과점,제과점,158,159,1,0
경상북도,김천시,202601,8301,제과점,제과점,54,54,0,0
경상북도,문경시,202601,8301,제과점,제과점,25,25,1,1
경상북도,봉화군,202601,8301,제과점,제과점,9,9,0,0
경상북도,상주시,202601,8301,제과점,제과점,27,27,1,1
경상북도,성주군,202601,8301,제과점,제과점,14,14,0,0
경상북도,안동시,202601,8301,제과점,제과점,72,72,0,0
경상북도,영덕군,202601,8301,제과점,제과점,12,12,0,0
경상북도,영양군,202601,8301,제과점,제과점,15,16,1,0
경상북도,영주시,202601,8301,제과점,제과점,47,48,1,0
경상북도,영천시,202601,8301,제과점,제과점,40,40,0,0
경상북도,예천군,202601,8301,제과점,제과점,13,13,0,0
경상북도,울릉군,202601,8301,제과점,제과점,3,3,0,0
경상북도,울진군,202601,8301,제과점,제과점,21,21,0,0
경상북도,의성군,202601,8301,제과점,제과점,12,12,0,0
경상북도,청도군,202601,8301,제과점,제과점,15,15,0,0
경상북도,청송군,202601,8301,제과점,제과점,9,9,0,0
경상북도,칠곡군,202601,8301,제과점,제과점,41,41,0,0
경상북도,포항시 남구,202601,8301,제과점,제과점,88,88,1,1
경상북도,포항시 북구,202601,8301,제과점,제과점,98,98,0,0
광주광역시,광산구,202601,8301,제과점,제과점,151,150,1,2
광주광역시,남구,202601,8301,제과점,제과점,64,62,1,3
광주광역시,동구,202601,8301,제과점,제과점,57,57,1,1
광주광역시,북구,202601,8301,제과점,제과점,136,137,1,0
광주광역시,서구,202601,8301,제과점,제과점,107,109,4,2
대구광역시,군위군,202601,8301,제과점,제과점,8,8,0,0
대구광역시,남구,202601,8301,제과점,제과점,68,68,1,1
대구광역시,달서구,202601,8301,제과점,제과점,175,176,3,2
대구광역시,달성군,202601,8301,제과점,제과점,77,76,0,1
대구광역시,동구,202601,8301,제과점,제과점,122,121,1,2
대구광역시,북구,202601,8301,제과점,제과점,164,162,2,4
대구광역시,서구,202601,8301,제과점,제과점,46,46,0,0
대구광역시,수성구,202601,8301,제과점,제과점,199,199,0,0
대구광역시,중구,202601,8301,제과점,제과점,153,150,1,4
대전광역시,대덕구,202601,8301,제과점,제과점,49,50,1,0
대전광역시,동구,202601,8301,제과점,제과점,86,87,1,0
대전광역시,서구,202601,8301,제과점,제과점,210,207,1,4
대전광역시,유성구,202601,8301,제과점,제과점,171,174,6,3
대전광역시,중구,202601,8301,제과점,제과점,87,87,0,0
부산광역시,강서구,202601,8301,제과점,제과점,48,48,0,0
부산광역시,금정구,202601,8301,제과점,제과점,82,82,0,0
부산광역시,기장군,202601,8301,제과점,제과점,54,53,2,3
부산광역시,남구,202601,8301,제과점,제과점,80,79,0,1
부산광역시,동구,202601,8301,제과점,제과점,52,52,1,1
부산광역시,동래구,202601,8301,제과점,제과점,105,104,0,1
부산광역시,부산진구,202601,8301,제과점,제과점,136,134,1,3
부산광역시,북구,202601,8301,제과점,제과점,72,73,1,0
부산광역시,사상구,202601,8301,제과점,제과점,51,50,0,1
부산광역시,사하구,202601,8301,제과점,제과점,77,76,1,2
부산광역시,서구,202601,8301,제과점,제과점,28,28,0,0
부산광역시,수영구,202601,8301,제과점,제과점,92,93,1,0
부산광역시,연제구,202601,8301,제과점,제과점,71,71,0,0
부산광역시,영도구,202601,8301,제과점,제과점,24,24,0,0
부산광역시,중구,202601,8301,제과점,제과점,39,39,0,0
부산광역시,해운대구,202601,8301,제과점,제과점,159,157,4,6
서울특별시,강남구,202601,8301,제과점,제과점,472,468,6,10
서울특별시,강동구,202601,8301,제과점,제과점,199,200,4,3
서울특별시,강북구,202601,8301,제과점,제과점,65,64,0,1
서울특별시,강서구,202601,8301,제과점,제과점,206,200,1,7
서울특별시,관악구,202601,8301,제과점,제과점,144,143,1,2
서울특별시,광진구,202601,8301,제과점,제과점,121,124,4,1
서울특별시,구로구,202601,8301,제과점,제과점,112,112,1,1
서울특별시,금천구,202601,8301,제과점,제과점,75,74,1,2
서울특별시,노원구,202601,8301,제과점,제과점,145,148,5,2
서울특별시,도봉구,202601,8301,제과점,제과점,77,78,1,0
서울특별시,동대문구,202601,8301,제과점,제과점,123,123,1,1
서울특별시,동작구,202601,8301,제과점,제과점,127,127,0,0
서울특별시,마포구,202601,8301,제과점,제과점,299,303,6,2
서울특별시,서대문구,202601,8301,제과점,제과점,126,128,5,3
서울특별시,서초구,202601,8301,제과점,제과점,241,242,5,4
서울특별시,성동구,202601,8301,제과점,제과점,151,154,3,0
서울특별시,성북구,202601,8301,제과점,제과점,128,128,1,1
서울특별시,송파구,202601,8301,제과점,제과점,260,265,10,5
서울특별시,양천구,202601,8301,제과점,제과점,146,147,3,2
서울특별시,영등포구,202601,8301,제과점,제과점,196,197,6,5
서울특별시,용산구,202601,8301,제과점,제과점,158,157,5,6
서울특별시,은평구,202601,8301,제과점,제과점,149,149,1,1
서울특별시,종로구,202601,8301,제과점,제과점,143,142,1,2
서울특별시,중구,202601,8301,제과점,제과점,159,160,4,3
서울특별시,중랑구,202601,8301,제과점,제과점,110,108,0,2
세종특별자치시,세종특별자치시,202601,8301,제과점,제과점,140,140,1,1
울산광역시,남구,202601,8301,제과점,제과점,123,122,2,3
울산광역시,동구,202601,8301,제과점,제과점,50,50,0,0
울산광역시,북구,202601,8301,제과점,제과점,64,66,2,0
울산광역시,울주군,202601,8301,제과점,제과점,67,68,1,0
울산광역시,중구,202601,8301,제과점,제과점,68,69,1,0
인천광역시,강화군,202601,8301,제과점,제과점,29,29,0,0
인천광역시,계양구,202601,8301,제과점,제과점,77,78,1,0
인천광역시,남동구,202601,8301,제과점,제과점,128,128,2,2
인천광역시,동구,202601,8301,제과점,제과점,14,14,0,0
인천광역시,미추홀구,202601,8301,제과점,제과점,107,106,1,2
인천광역시,부평구,202601,8301,제과점,제과점,129,128,1,2
인천광역시,서구,202601,8301,제과점,제과점,171,172,5,4
인천광역시,연수구,202601,8301,제과점,제과점,179,175,0,4
인천광역시,옹진군,202601,8301,제과점,제과점,3,3,0,0
인천광역시,중구,202601,8301,제과점,제과점,104,104,2,2
전라남도,강진군,202601,8301,제과점,제과점,7,7,0,0
전라남도,고흥군,202601,8301,제과점,제과점,21,21,0,0
전라남도,곡성군,202601,8301,제과점,제과점,8,8,0,0
전라남도,광양시,202601,8301,제과점,제과점,52,52,0,0
전라남도,구례군,202601,8301,제과점,제과점,17,17,0,0
전라남도,나주시,202601,8301,제과점,제과점,45,46,1,0
전라남도,담양군,202601,8301,제과점,제과점,22,22,0,0
전라남도,목포시,202601,8301,제과점,제과점,75,75,1,1
전라남도,무안군,202601,8301,제과점,제과점,37,37,0,0
전라남도,보성군,202601,8301,제과점,제과점,13,13,0,0
전라남도,순천시,202601,8301,제과점,제과점,117,119,2,0
전라남도,신안군,202601,8301,제과점,제과점,8,8,0,0
전라남도,여수시,202601,8301,제과점,제과점,98,98,0,0
전라남도,영광군,202601,8301,제과점,제과점,19,19,0,0
전라남도,영암군,202601,8301,제과점,제과점,17,17,0,0
전라남도,완도군,202601,8301,제과점,제과점,21,20,0,1
전라남도,장성군,202601,8301,제과점,제과점,13,14,1,0
전라남도,장흥군,202601,8301,제과점,제과점,12,12,0,0
전라남도,진도군,202601,8301,제과점,제과점,10,10,0,0
전라남도,함평군,202601,8301,제과점,제과점,9,9,0,0
전라남도,해남군,202601,8301,제과점,제과점,19,19,0,0
전라남도,화순군,202601,8301,제과점,제과점,23,24,1,0
전북특별자치도,고창군,202601,8301,제과점,제과점,15,15,0,0
전북특별자치도,군산시,202601,8301,제과점,제과점,86,87,2,1
전북특별자치도,김제시,202601,8301,제과점,제과점,21,20,0,1
전북특별자치도,남원시,202601,8301,제과점,제과점,31,31,0,0
전북특별자치도,무주군,202601,8301,제과점,제과점,9,9,0,0
전북특별자치도,부안군,202601,8301,제과점,제과점,17,17,1,1
전북특별자치도,순창군,202601,8301,제과점,제과점,8,8,0,0
전북특별자치도,완주군,202601,8301,제과점,제과점,36,36,0,0
전북특별자치도,익산시,202601,8301,제과점,제과점,83,84,1,0
전북특별자치도,임실군,202601,8301,제과점,제과점,6,5,0,1
전북특별자치도,장수군,202601,8301,제과점,제과점,7,7,0,0
전북특별자치도,전주시 덕진구,202601,8301,제과점,제과점,122,123,1,0
전북특별자치도,전주시 완산구,202601,8301,제과점,제과점,166,166,1,1
전북특별자치도,정읍시,202601,8301,제과점,제과점,25,25,0,0
전북특별자치도,진안군,202601,8301,제과점,제과점,3,3,0,0
제주특별자치도,서귀포시,202601,8301,제과점,제과점,174,174,2,2
제주특별자치도,제주시,202601,8301,제과점,제과점,414,418,9,5
충청남도,계룡시,202601,8301,제과점,제과점,20,20,0,0
충청남도,공주시,202601,8301,제과점,제과점,43,43,0,0
충청남도,금산군,202601,8301,제과점,제과점,18,18,0,0
충청남도,논산시,202601,8301,제과점,제과점,36,36,0,0
충청남도,당진시,202601,8301,제과점,제과점,65,64,0,1
충청남도,보령시,202601,8301,제과점,제과점,36,37,1,0
충청남도,부여군,202601,8301,제과점,제과점,15,15,0,0
충청남도,서산시,202601,8301,제과점,제과점,65,65,0,0
충청남도,서천군,202601,8301,제과점,제과점,24,23,0,1
충청남도,아산시,202601,8301,제과점,제과점,158,159,2,1
충청남도,예산군,202601,8301,제과점,제과점,30,30,0,0
충청남도,천안시 동남구,202601,8301,제과점,제과점,166,162,0,4
충청남도,천안시 서북구,202601,8301,제과점,제과점,172,171,0,1
충청남도,청양군,202601,8301,제과점,제과점,7,7,0,0
충청남도,태안군,202601,8301,제과점,제과점,18,18,0,0
충청남도,홍성군,202601,8301,제과점,제과점,37,36,0,1
충청북도,괴산군,202601,8301,제과점,제과점,10,10,0,0
충청북도,단양군,202601,8301,제과점,제과점,10,10,0,0
충청북도,보은군,202601,8301,제과점,제과점,6,6,0,0
충청북도,영동군,202601,8301,제과점,제과점,5,5,0,0
충청북도,옥천군,202601,8301,제과점,제과점,15,15,0,0
충청북도,음성군,202601,8301,제과점,제과점,33,33,0,0
충청북도,제천시,202601,8301,제과점,제과점,33,33,0,0
충청북도,증평군,202601,8301,제과점,제과점,17,17,0,0
충청북도,진천군,202601,8301,제과점,제과점,21,20,0,1
충청북도,청주시 상당구,202601,8301,제과점,제과점,74,74,0,0
충청북도,청주시 서원구,202601,8301,제과점,제과점,66,66,0,0
충청북도,청주시 청원구,202601,8301,제과점,제과점,72,71,0,1
충청북도,청주시 흥덕구,202601,8301,제과점,제과점,132,135,5,2
충청북도,충주시,202601,8301,제과점,제과점,79,78,2,3
강원특별자치도,강릉시,202602,8301,제과점,제과점,143,143,0,0
강원특별자치도,고성군,202602,8301,제과점,제과점,16,16,0,0
강원특별자치도,동해시,202602,8301,제과점,제과점,35,34,0,1
강원특별자치도,삼척시,202602,8301,제과점,제과점,24,24,0,0
강원특별자치도,속초시,202602,8301,제과점,제과점,54,54,0,0
강원특별자치도,양구군,202602,8301,제과점,제과점,6,6,0,0
강원특별자치도,양양군,202602,8301,제과점,제과점,13,13,0,0
강원특별자치도,영월군,202602,8301,제과점,제과점,9,9,0,0
강원특별자치도,원주시,202602,8301,제과점,제과점,135,138,4,1
강원특별자치도,인제군,202602,8301,제과점,제과점,13,13,0,0
강원특별자치도,정선군,202602,8301,제과점,제과점,8,8,0,0
강원특별자치도,철원군,202602,8301,제과점,제과점,11,11,0,0
강원특별자치도,춘천시,202602,8301,제과점,제과점,136,137,1,0
강원특별자치도,태백시,202602,8301,제과점,제과점,12,12,0,0
강원특별자치도,평창군,202602,8301,제과점,제과점,26,26,0,0
강원특별자치도,홍천군,202602,8301,제과점,제과점,27,27,0,0
강원특별자치도,화천군,202602,8301,제과점,제과점,4,4,0,0
강원특별자치도,횡성군,202602,8301,제과점,제과점,11,11,0,0
경기도,가평군,202602,8301,제과점,제과점,21,21,0,0
경기도,고양시 덕양구,202602,8301,제과점,제과점,173,172,2,3
경기도,고양시 일산동구,202602,8301,제과점,제과점,134,133,2,3
경기도,고양시 일산서구,202602,8301,제과점,제과점,84,87,6,3
경기도,과천시,202602,8301,제과점,제과점,26,26,0,0
경기도,광명시,202602,8301,제과점,제과점,84,85,1,0
경기도,광주시,202602,8301,제과점,제과점,83,84,1,0
경기도,구리시,202602,8301,제과점,제과점,57,56,0,1
경기도,군포시,202602,8301,제과점,제과점,79,79,0,0
경기도,김포시,202602,8301,제과점,제과점,155,156,1,0
경기도,남양주시,202602,8301,제과점,제과점,266,268,2,0
경기도,동두천시,202602,8301,제과점,제과점,21,23,2,0
경기도,부천시 소사구,202602,8301,제과점,제과점,60,61,1,0
경기도,부천시 오정구,202602,8301,제과점,제과점,36,37,1,0
경기도,부천시 원미구,202602,8301,제과점,제과점,159,157,0,2
경기도,성남시 분당구,202602,8301,제과점,제과점,226,227,4,3
경기도,성남시 수정구,202602,8301,제과점,제과점,71,72,1,0
경기도,성남시 중원구,202602,8301,제과점,제과점,64,62,0,2
경기도,수원시 권선구,202602,8301,제과점,제과점,98,100,4,2
경기도,수원시 영통구,202602,8301,제과점,제과점,144,149,7,2
경기도,수원시 장안구,202602,8301,제과점,제과점,86,87,2,1
경기도,수원시 팔달구,202602,8301,제과점,제과점,94,94,1,1
경기도,시흥시,202602,8301,제과점,제과점,141,141,0,0
경기도,안산시 단원구,202602,8301,제과점,제과점,105,104,1,2
경기도,안산시 상록구,202602,8301,제과점,제과점,92,95,3,0
경기도,안성시,202602,8301,제과점,제과점,51,51,0,0
경기도,안양시 동안구,202602,8301,제과점,제과점,135,134,2,3
경기도,안양시 만안구,202602,8301,제과점,제과점,72,73,1,0
경기도,양주시,202602,8301,제과점,제과점,68,67,0,1
경기도,양평군,202602,8301,제과점,제과점,44,44,0,0
경기도,여주시,202602,8301,제과점,제과점,33,33,0,0
경기도,연천군,202602,8301,제과점,제과점,11,11,0,0
경기도,오산시,202602,8301,제과점,제과점,76,77,1,0
경기도,용인시 기흥구,202602,8301,제과점,제과점,117,120,3,0
경기도,용인시 수지구,202602,8301,제과점,제과점,109,109,0,0
경기도,용인시 처인구,202602,8301,제과점,제과점,77,77,0,0
경기도,의왕시,202602,8301,제과점,제과점,50,50,0,0
경기도,의정부시,202602,8301,제과점,제과점,162,162,1,1
경기도,이천시,202602,8301,제과점,제과점,86,87,1,0
경기도,파주시,202602,8301,제과점,제과점,178,179,3,2
경기도,평택시,202602,8301,제과점,제과점,182,179,1,4
경기도,포천시,202602,8301,제과점,제과점,34,35,1,0
경기도,하남시,202602,8301,제과점,제과점,106,105,3,4
경기도,화성시 동탄구,202602,8301,제과점,제과점,148,149,9,8
경기도,화성시 만세구,202602,8301,제과점,제과점,61,61,0,0
경기도,화성시 병점구,202602,8301,제과점,제과점,28,28,0,0
경기도,화성시 효행구,202602,8301,제과점,제과점,41,41,0,0
경상남도,거제시,202602,8301,제과점,제과점,107,108,1,0
경상남도,거창군,202602,8301,제과점,제과점,19,19,0,0
경상남도,고성군,202602,8301,제과점,제과점,17,17,0,0
경상남도,김해시,202602,8301,제과점,제과점,197,199,4,2
경상남도,남해군,202602,8301,제과점,제과점,21,21,0,0
경상남도,밀양시,202602,8301,제과점,제과점,36,37,1,0
경상남도,사천시,202602,8301,제과점,제과점,40,40,0,0
경상남도,산청군,202602,8301,제과점,제과점,12,12,0,0
경상남도,양산시,202602,8301,제과점,제과점,143,144,2,1
경상남도,의령군,202602,8301,제과점,제과점,6,5,0,1
경상남도,진주시,202602,8301,제과점,제과점,184,184,0,0
경상남도,창녕군,202602,8301,제과점,제과점,17,17,0,0
경상남도,창원시 마산합포구,202602,8301,제과점,제과점,56,57,1,0
경상남도,창원시 마산회원구,202602,8301,제과점,제과점,53,51,0,2
경상남도,창원시 성산구,202602,8301,제과점,제과점,99,99,0,0
경상남도,창원시 의창구,202602,8301,제과점,제과점,69,71,2,0
경상남도,창원시 진해구,202602,8301,제과점,제과점,71,72,1,0
경상남도,통영시,202602,8301,제과점,제과점,46,47,1,0
경상남도,하동군,202602,8301,제과점,제과점,17,17,0,0
경상남도,함안군,202602,8301,제과점,제과점,16,16,0,0
경상남도,함양군,202602,8301,제과점,제과점,10,10,0,0
경상남도,합천군,202602,8301,제과점,제과점,9,9,0,0
경상북도,경산시,202602,8301,제과점,제과점,112,111,0,1
경상북도,경주시,202602,8301,제과점,제과점,182,179,0,3
경상북도,고령군,202602,8301,제과점,제과점,9,9,0,0
경상북도,구미시,202602,8301,제과점,제과점,159,160,2,1
경상북도,김천시,202602,8301,제과점,제과점,54,55,1,0
경상북도,문경시,202602,8301,제과점,제과점,25,25,0,0
경상북도,봉화군,202602,8301,제과점,제과점,9,9,0,0
경상북도,상주시,202602,8301,제과점,제과점,27,28,1,0
경상북도,성주군,202602,8301,제과점,제과점,14,14,0,0
경상북도,안동시,202602,8301,제과점,제과점,72,72,0,0
경상북도,영덕군,202602,8301,제과점,제과점,12,12,0,0
경상북도,영양군,202602,8301,제과점,제과점,16,16,0,0
경상북도,영주시,202602,8301,제과점,제과점,48,48,0,0
경상북도,영천시,202602,8301,제과점,제과점,40,40,0,0
경상북도,예천군,202602,8301,제과점,제과점,13,13,0,0
경상북도,울릉군,202602,8301,제과점,제과점,3,3,0,0
경상북도,울진군,202602,8301,제과점,제과점,21,21,0,0
경상북도,의성군,202602,8301,제과점,제과점,12,12,0,0
경상북도,청도군,202602,8301,제과점,제과점,15,15,0,0
경상북도,청송군,202602,8301,제과점,제과점,9,9,0,0
경상북도,칠곡군,202602,8301,제과점,제과점,41,41,0,0
경상북도,포항시 남구,202602,8301,제과점,제과점,88,88,0,0
경상북도,포항시 북구,202602,8301,제과점,제과점,98,98,0,0
광주광역시,광산구,202602,8301,제과점,제과점,150,149,0,1
광주광역시,남구,202602,8301,제과점,제과점,62,62,0,0
광주광역시,동구,202602,8301,제과점,제과점,57,56,0,1
광주광역시,북구,202602,8301,제과점,제과점,137,136,1,2
광주광역시,서구,202602,8301,제과점,제과점,109,110,6,5
대구광역시,군위군,202602,8301,제과점,제과점,8,8,0,0
대구광역시,남구,202602,8301,제과점,제과점,68,71,3,0
대구광역시,달서구,202602,8301,제과점,제과점,176,174,0,2
대구광역시,달성군,202602,8301,제과점,제과점,76,77,1,0
대구광역시,동구,202602,8301,제과점,제과점,121,125,6,2
대구광역시,북구,202602,8301,제과점,제과점,162,164,4,2
대구광역시,서구,202602,8301,제과점,제과점,46,47,1,0
대구광역시,수성구,202602,8301,제과점,제과점,199,197,0,2
대구광역시,중구,202602,8301,제과점,제과점,150,156,9,3
대전광역시,대덕구,202602,8301,제과점,제과점,50,50,1,1
대전광역시,동구,202602,8301,제과점,제과점,87,87,0,0
대전광역시,서구,202602,8301,제과점,제과점,207,206,3,4
대전광역시,유성구,202602,8301,제과점,제과점,174,175,6,5
대전광역시,중구,202602,8301,제과점,제과점,87,84,1,4
부산광역시,강서구,202602,8301,제과점,제과점,48,47,0,1
부산광역시,금정구,202602,8301,제과점,제과점,82,82,0,0
부산광역시,기장군,202602,8301,제과점,제과점,53,53,0,0
부산광역시,남구,202602,8301,제과점,제과점,79,79,0,0
부산광역시,동구,202602,8301,제과점,제과점,52,51,1,2
부산광역시,동래구,202602,8301,제과점,제과점,104,103,0,1
