STRD_YYMM,target_month,SIDO_NM,CCG_NM,TP_BUZ_NM,amt_log_growth_1m,amt_log_growth_2m,cnt_log_growth_1m,cnt_log_growth_2m,ticket_log_growth_1m,ticket_log_growth_2m,customer_hhi,customer_hhi_log_growth_1m,largest_segment_share,supply_count,supply_log_growth_1m,throughput_log_growth_1m,demand_decline,ticket_pressure,customer_concentration,competition_pressure
202605,202606,강원특별자치도,고성군,일식회집,0.5336425108357155,0.43783220468489326,0.5816710827882199,0.45642964563141364,-0.048445614537698134,-0.01899194980009611,0.13511099913216315,-0.0025633517281256346,0.23703703703703705,,,,0,1,0,
202603,202604,강원특별자치도,고성군,제과점,-0.22890615735189357,-0.024496579751538405,-0.24622211937719385,-0.08050379195427038,0.01749322321849256,0.05606451671783219,0.09000411166645307,0.0025389199844836757,0.13316993464052287,16.0,0.0,-0.22890601197291183,1,0,1,0.0
202604,202605,강원특별자치도,고성군,제과점,-0.17054839575332892,-0.19972727655261124,-0.14656051056058228,-0.19639131496888806,-0.02385752741888858,-0.00318215210019801,0.09993564550068965,0.009070205597616107,0.14096499526963102,16.0,0.0,-0.17054826362053,0,0,1,0.0
202605,202606,강원특별자치도,고성군,제과점,0.3412760726901851,0.0853638384684281,0.20905613006835377,0.031247809753885747,0.13203415280717223,0.05408831269414183,0.10718932459422703,0.006572990027826922,0.18188795088257867,17.0,0.05715841383994835,0.28065124715493006,0,0,0,0.0
202603,202604,강원특별자치도,고성군,중국음식,-0.046675137273126666,-0.02927395769151886,0.06936944840723669,0.027870991504117537,-0.11609458283079377,-0.057164511161706066,0.11277626752697015,-0.006401160540898079,0.17483044461190655,26.0,0.0,-0.046675104848091564,0,0,0,0.0
202604,202605,강원특별자치도,고성군,중국음식,0.02499779021182036,-0.010838673530653153,0.05991565333583537,0.06464255087153603,-0.03496034385134905,-0.07552746334107141,0.10727700511917457,-0.004954181706660246,0.16962384669978708,26.0,0.0,0.024997772657844308,0,0,0,0.0
202605,202606,강원특별자치도,고성군,중국음식,0.22108873154945385,0.1230432608806371,0.12140138303211412,0.09065851818397475,0.09960251528744202,0.03232108571804648,0.10913012028297134,0.0016721797853496423,0.17724701445631677,26.0,0.0,0.2210885939944447,0,1,0,0.0
202603,202604,강원특별자치도,고성군,편의점,-0.0514918404042497,-0.028480118329788695,-0.005498246562199327,-0.02901757977967545,-0.04598878134953033,0.0005384153492675736,0.10472979375577071,0.005569777351929858,0.17804589882209731,71.0,0.0,-0.051491827485694586,0,0,1,0.0
202604,202605,강원특별자치도,고성군,편의점,0.14173446300267756,0.04512131129921393,0.16269612989309223,0.07859894166544645,-0.020964866201660826,-0.03347682377559558,0.10457262311553085,-0.00014228078447275916,0.18338100164303536,71.0,0.0,0.14173442898767163,0,1,0,0.0
202605,202606,강원특별자치도,고성군,편의점,0.29606368443963405,0.2188990737211558,0.2821980511872386,0.22244709054016543,0.01385670963842145,-0.003554078281619688,0.09930289624811287,-0.004782245516389921,0.16722500114726263,71.0,0.0,0.29606362719495927,0,1,1,0.0
202603,202604,강원특별자치도,동해시,갈비전문점,0.933856287282385,0.22955876585576718,0.9007865453381898,0.26064846181664314,-0.015223266096503707,-0.0422481876748817,0.5005202913631633,-0.2873352716853434,0.5161290322580645,,,,0,0,1,
202604,202605,강원특별자치도,동해시,갈비전문점,-0.16164126427358028,0.38610751150440237,-0.06453852113757108,0.41812401210030936,-0.09494844090385968,-0.05508585350018169,0.5291319857312723,0.018888335950014767,0.6206896551724138,,,,1,0,1,
202605,202606,강원특별자치도,동해시,갈비전문점,-0.06648970106417806,-0.11406548266887917,-0.5108256237659909,-0.287682072451781,0.46758641068445606,0.1863189848902982,1.0,0.26844693573532863,1.0,,,,0,1,0,
202603,202604,강원특별자치도,동해시,대형할인점,-0.17601375046466927,-0.08539360633393933,-0.060676939033170285,-0.04822076176510581,-0.11532582273671999,-0.037165286215723015,0.11279828948330065,0.001176121131583302,0.1731653076352854,,,,0,0,0,
202604,202605,강원특별자치도,동해시,대형할인점,0.053474259834423776,-0.06126974531512275,-0.0014834596994326432,-0.031080199366301464,0.054956829865071555,-0.030184496435824215,0.11374363773548302,0.0008491628182982353,0.17342242019302154,,,,0,1,1,
202605,202606,강원특별자치도,동해시,대형할인점,0.1013619831906567,0.07741812151254024,0.11527262937001481,0.056894584835291084,-0.013926536071998896,0.02051514689653633,0.11676808809789284,0.0027118908911831496,0.17451706800740938,,,,0,0,0,
202603,202604,강원특별자치도,동해시,서양음식,-0.09644522033865499,-0.017587627199551648,-0.05337446059137463,-0.011445239789577677,-0.04306588097915842,-0.006141573015280066,0.08583110675546425,-0.0003773322767270243,0.12261114750363133,,,,0,0,1,
202604,202605,강원특별자치도,동해시,서양음식,0.026938342308397978,-0.03475343901512851,0.026502597982791087,-0.01343593130429177,0.0004349644148966547,-0.021315458282130884,0.08667567763816883,0.000777508205100419,0.12583901924890442,,,,0,1,0,
202605,202606,강원특별자치도,동해시,서양음식,0.2375117225295469,0.13222503241897243,0.21573299624262177,0.12111779711270643,0.021771608872716897,0.011103286643806776,0.0867298415395537,4.9842425555779446e-05,0.1230356544092992,,,,0,0,0,
202603,202604,강원특별자치도,동해시,슈퍼마켓,-0.05550272268877521,-0.04260228390726262,0.03879909980760132,-0.013958640314990944,-0.09429977931453593,-0.028642342917556185,0.12637058283645425,-0.0002381422238234704,0.185939468744375,58.0,0.0,-0.05550271999744183,0,0,1,0.0
202604,202605,강원특별자치도,동해시,슈퍼마켓,-0.00441737866789893,-0.02996005067833707,-0.0004372259370359899,0.019180936935282666,-0.003980005861070168,-0.04913989258780305,0.1297080433717561,0.0029586406529317905,0.19023976126775058,59.0,0.01680711831638071,-0.02151181092811072,0,1,0,0.0
202605,202606,강원특별자치도,동해시,슈퍼마켓,0.047993846979576205,0.021788234155838637,0.054149807994845034,0.026856291028904522,-0.006157106072706142,-0.005068555966888155,0.12583814240308075,-0.003431456904219532,0.18869257950530036,59.0,0.0,0.047993844592170376,0,0,1,0.0
202603,202604,강원특별자치도,동해시,스넥,0.017468448189454477,-0.014823094648985347,-0.015084649611768697,-0.039671690825302974,0.03255363414757362,0.02485317904660178,0.09568012367070484,0.0023940738917318932,0.15452123491615735,,,,1,1,1,
202604,202605,강원특별자치도,동해시,스넥,-0.042555886812511545,-0.012543719311528534,-0.0006269592681871217,-0.00785580443997791,-0.04192648740493787,-0.004686426628682128,0.0990719574021909,0.0030908606589664933,0.1597930061157284,,,,0,0,0,
202605,202606,강원특별자치도,동해시,스넥,0.17207151059468728,0.06475781189108787,0.13638870517382173,0.0678808729528173,0.03566081543795541,-0.0031328359834912334,0.09435782957795573,-0.004298414392422928,0.14735257901217677,,,,0,0,0,
202603,202604,강원특별자치도,동해시,일반한식,0.013176475940358756,-0.04453435164689168,0.03354104473485009,-0.035014434418203955,-0.020365022435694158,-0.009518767023512176,0.1220175178069943,0.009220881596123914,0.20256768224247898,,,,0,0,1,
202604,202605,강원특별자치도,동해시,일반한식,0.04593046975669779,0.029553472848528273,0.010375203695769386,0.021958124215309738,0.035554151723326655,0.007594564643816248,0.12476122934590246,0.0024423525514096905,0.20876679670567838,,,,0,0,0,
202605,202606,강원특별자치도,동해시,일반한식,0.2032913613182039,0.12461091553745085,0.18941667286226682,0.0998959382790181,0.013869697163755745,0.0247119244435412,0.11637853099423878,-0.007480780621306457,0.19047298811925578,,,,0,0,0,
202603,202604,강원특별자치도,동해시,일식회집,-0.1591500685294207,-0.11903834750368425,-0.15200245128896928,-0.10028657438079547,-0.00707182063892553,-0.01870271700233861,0.09695978038296413,0.005752581206196483,0.1438539989264627,,,,0,0,0,
202604,202605,강원특별자치도,동해시,일식회집,0.195477290850679,0.018163611160629145,0.05885582792508082,-0.04657331168194423,0.13658881189478933,0.0647584956279319,0.09866167286793752,0.0015502607002688823,0.15384615384615385,,,,0,1,0,
202605,202606,강원특별자치도,동해시,일식회집,0.3100093952051708,0.2527433430279249,0.3494664249838637,0.20416112645447226,-0.03960573128098588,0.048491540306901726,0.09197894463261103,-0.006101182377416969,0.14377452729218695,,,,0,0,1,
202603,202604,강원특별자치도,동해시,제과점,-0.09113529697487266,-0.010189438445269872,-0.024419818096255597,-0.015359074912201898,-0.06670758929153386,0.005171512720709259,0.09474812941386045,0.0023461632210810685,0.13112582781456952,35.0,0.0281708769666964,-0.12012279549822757,0,0,0,0.0
202604,202605,강원특별자치도,동해시,제과점,-0.021611646314358524,-0.05637347164461559,0.0016172906561280342,-0.011401263720063781,-0.023227594496169957,-0.04496759189385191,0.09653091699956366,0.0016271665463822027,0.14296209227152512,35.0,0.0,-0.02161163896215257,0,1,0,0.0
202605,202606,강원특별자치도,동해시,제과점,0.08061050203254183,0.029499427859091654,0.05181468040492021,0.026715985530524122,0.0287864498758843,0.0027794276898571724,0.09152225572235731,-0.004578197722124061,0.12193080357142858,35.0,0.0,0.0806104753996042,0,0,0,0.0
202603,202604,강원특별자치도,동해시,중국음식,-0.08148319081421818,-0.03646296525400139,-0.019432599539877415,-0.019156594861134302,-0.062044955275366576,-0.017302257171719404,0.10226510886040625,0.0020692147321626497,0.1773919607473108,72.0,0.0,-0.08148315587600052,1,0,1,0.0
202604,202605,강원특별자치도,동해시,중국음식,-0.08857901697195203,-0.0850311038930851,-0.09950765614057211,-0.05947012784022476,0.010948020606846853,-0.02554846733425986,0.10663398867916936,0.003955713070393871,0.17010631644777988,72.0,0.0,-0.08857897561829553,0,0,0,0.0
202605,202606,강원특별자치도,동해시,중국음식,0.20138876431710173,0.05640487367257485,0.15170620104256827,0.02609927245099808,0.049651625209010675,0.030299822907928764,0.10102105272174694,-0.005084986509821948,0.16998029733118394,72.0,0.0,0.2013886753327423,0,0,1,0.0
202603,202604,강원특별자치도,동해시,편의점,0.034387176907500816,0.000312034617158119,0.037315568963803614,-0.00032276009059284405,-0.0029286125792236106,0.0006347335940652954,0.10472658463224462,5.7231687471737125e-05,0.18572508071718075,125.0,-0.007905179507113225,0.04235533893809773,0,0,1,0.0
202604,202605,강원특별자치도,동해시,편의점,0.043002608938792264,0.03869489292314654,0.053694031885353155,0.045504800424578384,-0.010691031887253288,-0.0068098222332384495,0.10531376105414496,0.0005313716890847364,0.18723958333333332,124.0,-0.00796816964917646,0.0510347718774149,0,1,0,0.0
202605,202606,강원특별자치도,동해시,편의점,0.1326158755707496,0.08780924225477094,0.12752551563504966,0.0906097737602014,0.005088271719253967,-0.0028013800839996605,0.10449362023300626,-0.0007422736169132305,0.19114916443160718,125.0,0.00796816964917646,0.12458368431433975,0,0,0,0.0
202603,202604,강원특별자치도,삼척시,갈비전문점,-0.14937736253128264,-0.004149400259505498,0.04546237407675724,0.058891517828191686,-0.19589524235837352,-0.06446265609985868,0.5092975206611571,0.11380988055832364,0.5681818181818182,,,,0,1,0,
202604,202605,강원특별자치도,삼척시,갈비전문점,-0.10227881920589788,-0.12582809086859026,0.08515780834030684,0.06531009120853204,-0.18928767913587485,-0.1925914607471242,0.3446180555555556,-0.11553432531309044,0.3958333333333333,,,,0,0,0,
202605,202606,강원특별자치도,삼척시,갈비전문점,0.846858027546487,0.37228960417029455,0.45198512374305766,0.26857146604168225,0.38732113114745026,0.0990167260057877,0.27527700831024937,-0.05294658272868358,0.32894736842105265,,,,1,1,1,
202603,202604,강원특별자치도,삼척시,대형할인점,-0.3506152415035366,-0.18776216702612025,-0.0676213678380897,-0.08682062941668356,-0.28296682742505475,-0.10091448845890572,0.09780919875748074,-0.002149841885615608,0.1663597298956415,,,,1,0,1,
202604,202605,강원특별자치도,삼척시,대형할인점,-0.2573179063392814,-0.303966573921409,-0.25755840248495065,-0.16258988516152018,0.00033065630467987717,-0.14131808556018743,0.10508579687725737,0.006606419824493545,0.1783161239078634,,,,1,1,1,
202605,202606,강원특별자치도,삼척시,대형할인점,-0.21352055841231987,-0.23541923237580065,-0.11827938748074018,-0.18791889498284542,-0.09518848063810914,-0.04742891216671463,0.10725716897251072,0.0019629621862454483,0.19132767098793027,,,,1,0,1,
202603,202604,강원특별자치도,삼척시,서양음식,-0.07488125379436283,-0.035338653825927935,0.014825349469454352,0.011582723785963367,-0.08970107199373878,-0.04691876000097395,0.09064884254700258,-0.005478427799872801,0.1398803383536208,,,,0,0,1,
202604,202605,강원특별자치도,삼척시,서양음식,0.14958138473091154,0.03735006546827435,0.11865369672639048,0.06673952309792242,0.030917666936819188,-0.029391702528459795,0.09111358853435449,0.00042602804756414203,0.14530018933610211,,,,0,1,0,
202605,202606,강원특별자치도,삼척시,서양음식,0.22919131896694722,0.18938635184892938,0.22736085824862506,0.17300727748750777,0.00181790624274214,0.016367786589780664,0.09184471254690786,0.0006698470048913663,0.1366223908918406,,,,1,0,0,
202603,202604,강원특별자치도,삼척시,슈퍼마켓,0.0474191685809906,0.05769730933399586,0.16645548662486576,0.08768318440527434,-0.11905226742347175,-0.029995658935409786,0.1168287151355011,-0.013942153352426476,0.1780885242112562,37.0,0.02666824708216131,0.02002019080455497,0,1,1,0.0
202604,202605,강원특별자치도,삼척시,슈퍼마켓,0.04389859837240806,0.04565888347669933,0.08449492472523445,0.1254752056750501,-0.040603850700980715,-0.07982805906222623,0.11908590396216351,0.002019030220712051,0.18638487680543755,36.0,-0.02666824708216131,0.07129755972221119,0,1,0,0.0
202605,202606,강원특별자치도,삼척시,슈퍼마켓,0.0952521686352874,0.06957538350384773,0.09069472000788004,0.08759482236655725,0.0045480312865926464,-0.018027909707194034,0.11934680576239391,0.0002331111409142883,0.19097963142580018,36.0,0.0,0.09525215302652867,0,0,0,0.0
202603,202604,강원특별자치도,삼척시,스넥,-0.03548931624796836,-0.039420275491002243,0.12234091151939985,0.0100215926960594,-0.15786277407917737,-0.04944278723084494,0.10100423992311607,-0.008257410308756694,0.17774436090225565,,,,0,0,0,
202604,202605,강원특별자치도,삼척시,스넥,0.16582054699347992,0.06516561537275578,0.09103713725569129,0.10668902438754557,0.07475398920858822,-0.041554392435294574,0.09997433686736683,-0.0009358592962041695,0.1814936847885777,,,,0,1,0,
202605,202606,강원특별자치도,삼척시,스넥,0.17286107458543398,0.16934081078945695,0.16254637902495794,0.12679175814032462,0.010273077373849304,0.042513533291218764,0.10077023727992004,0.0007233010651047506,0.18856476079346557,,,,0,1,0,
202603,202604,강원특별자치도,삼척시,일반한식,0.06432579514979508,0.008713277696745791,0.13047658907316695,0.03262714407092826,-0.06615628847495181,-0.023915031396389175,0.13394460327189633,0.0001268178428731337,0.21976083120956674,,,,0,0,0,
202604,202605,강원특별자치도,삼척시,일반한식,0.15719116242837217,0.11075847878908363,0.10698135282476251,0.11872897094896473,0.0502038154512956,-0.007976236511828105,0.13224604353517677,-0.0014990442725433956,0.22234454817685398,,,,0,0,0,
202605,202606,강원특별자치도,삼척시,일반한식,0.21232039827532745,0.1847557803518498,0.17636641974273104,0.14167388628374677,0.03594615757491049,0.04307498651310304,0.13001405539086103,-0.0019732380636459795,0.21736562315416422,,,,0,0,0,
202603,202604,강원특별자치도,삼척시,일식회집,-0.08427448790963865,-0.03730398647503108,-0.044280573663456835,0.00329165112459906,-0.039965035237104374,-0.04059736860012819,0.1599803235915567,0.012745946109477685,0.29152987524622453,,,,0,0,1,
202604,202605,강원특별자치도,삼척시,일식회집,0.47070355835597155,0.19321453522316645,0.32440117341466124,0.1400602998756022,0.1461189742394211,0.053076969501158366,0.17289780781353722,0.011074402959235258,0.3146654010441386,,,,0,1,0,
202605,202606,강원특별자치도,삼척시,일식회집,0.29862365042342986,0.3846636043897007,0.36776127048274354,0.3460812219487024,-0.0692829577682339,0.038418008235593604,0.1568098463015501,-0.01381136145496964,0.2854796320630749,,,,1,0,1,
202603,202604,강원특별자치도,삼척시,제과점,-0.004211465734577757,0.02844856245629046,0.038189962331906635,0.01820292026920267,-0.0424121327031699,0.010238599691753336,0.09475993748687393,-0.0050849545356755205,0.13961485557083905,24.0,0.0,-0.004211463587532549,0,0,1,0.0
